series_id,year,period,value,footnote_codes,category,value_lag12,cpi_yoy_change,month
CUSR0000SA0      ,2023,M01,300.456,,All Items,,,1
CUSR0000SA0      ,2023,M02,301.476,,All Items,,,2
CUSR0000SA0      ,2023,M03,301.643,,All Items,,,3
CUSR0000SA0      ,2023,M04,302.858,,All Items,,,4
CUSR0000SA0      ,2023,M05,303.316,,All Items,,,5
CUSR0000SA0      ,2023,M06,304.099,,All Items,,,6
CUSR0000SA0      ,2023,M07,304.615,,All Items,,,7
CUSR0000SA0      ,2023,M08,306.138,,All Items,,,8
CUSR0000SA0      ,2023,M09,307.374,,All Items,,,9
CUSR0000SA0      ,2023,M10,307.653,,All Items,,,10
CUSR0000SA0      ,2023,M11,308.087,,All Items,,,11
CUSR0000SA0      ,2023,M12,308.735,,All Items,,,12
CUSR0000SA0      ,2024,M01,309.794,,All Items,300.456,3.11,1
CUSR0000SA0      ,2024,M02,311.022,,All Items,301.476,3.17,2
CUSR0000SA0      ,2024,M03,312.107,,All Items,301.643,3.47,3
CUSR0000SA0      ,2024,M04,313.016,,All Items,302.858,3.35,4
CUSR0000SA0      ,2024,M05,313.14,,All Items,303.316,3.24,5
CUSR0000SA0      ,2024,M06,313.131,,All Items,304.099,2.97,6
CUSR0000SA0      ,2024,M07,313.566,,All Items,304.615,2.94,7
CUSR0000SA0      ,2024,M08,314.131,,All Items,306.138,2.61,8
CUSR0000SA0      ,2024,M09,314.851,,All Items,307.374,2.43,9
CUSR0000SA0      ,2024,M10,315.564,,All Items,307.653,2.57,10
CUSR0000SA0      ,2024,M11,316.449,,All Items,308.087,2.71,11
CUSR0000SA0      ,2024,M12,317.603,,All Items,308.735,2.87,12
CUSR0000SA0      ,2025,M01,319.086,,All Items,309.794,3.0,1
CUSR0000SA0      ,2025,M02,319.775,,All Items,311.022,2.81,2
CUSR0000SA0      ,2025,M03,319.615,,All Items,312.107,2.41,3
CUSR0000SA0      ,2025,M04,320.321,,All Items,313.016,2.33,4
CUSR0000SA0      ,2025,M05,320.58,,All Items,313.14,2.38,5
CUSR0000SA0      ,2025,M06,321.5,,All Items,313.131,2.67,6
CUSR0000SA0      ,2025,M07,322.132,,All Items,313.566,2.73,7
CUSR0000SA0      ,2025,M08,323.364,,All Items,314.131,2.94,8
CUSR0000SA0      ,2025,M09,324.368,,All Items,314.851,3.02,9
CUSR0000SA0      ,2025,M11,325.031,,All Items,316.449,2.71,11
CUSR0000SA0      ,2025,M12,326.03,,All Items,317.603,2.65,12
CUUR0000AA0      ,2023,M01,896.182,,All Items,,,1
CUUR0000AA0      ,2023,M02,901.182,,All Items,,,2
CUUR0000AA0      ,2023,M03,904.167,,All Items,,,3
CUUR0000AA0      ,2023,M04,908.742,,All Items,,,4
CUUR0000AA0      ,2023,M05,911.031,,All Items,,,5
CUUR0000AA0      ,2023,M06,913.97,,All Items,,,6
CUUR0000AA0      ,2023,M07,915.714,,All Items,,,7
CUUR0000AA0      ,2023,M08,919.713,,All Items,,,8
CUUR0000AA0      ,2023,M09,921.999,,All Items,,,9
CUUR0000AA0      ,2023,M10,921.645,,All Items,,,10
CUUR0000AA0      ,2023,M11,919.789,,All Items,,,11
CUUR0000AA0      ,2023,M12,918.875,,All Items,,,12
CUUR0000AA0      ,2023,M13,912.751,,All Items,896.182,1.85,13
CUUR0000AA0      ,2024,M01,923.881,,All Items,901.182,2.52,1
CUUR0000AA0      ,2024,M02,929.598,,All Items,904.167,2.81,2
CUUR0000AA0      ,2024,M03,935.609,,All Items,908.742,2.96,3
CUUR0000AA0      ,2024,M04,939.251,,All Items,911.031,3.1,4
CUUR0000AA0      ,2024,M05,940.811,,All Items,913.97,2.94,5
CUUR0000AA0      ,2024,M06,941.129,,All Items,915.714,2.78,6
CUUR0000AA0      ,2024,M07,942.221,,All Items,919.713,2.45,7
CUUR0000AA0      ,2024,M08,942.988,,All Items,921.999,2.28,8
CUUR0000AA0      ,2024,M09,944.502,,All Items,921.645,2.48,9
CUUR0000AA0      ,2024,M10,945.589,,All Items,919.789,2.8,10
CUUR0000AA0      ,2024,M11,945.076,,All Items,918.875,2.85,11
CUUR0000AA0      ,2024,M12,945.413,,All Items,912.751,3.58,12
CUUR0000AA0      ,2024,M13,939.672,,All Items,923.881,1.71,13
CUUR0000AA0      ,2025,M01,951.601,,All Items,929.598,2.37,1
CUUR0000AA0      ,2025,M02,955.829,,All Items,935.609,2.16,2
CUUR0000AA0      ,2025,M03,957.974,,All Items,939.251,1.99,3
CUUR0000AA0      ,2025,M04,960.958,,All Items,940.811,2.14,4
CUUR0000AA0      ,2025,M05,962.965,,All Items,941.129,2.32,5
CUUR0000AA0      ,2025,M06,966.248,,All Items,942.221,2.55,6
CUUR0000AA0      ,2025,M07,967.707,,All Items,942.988,2.62,7
CUUR0000AA0      ,2025,M08,970.489,,All Items,944.502,2.75,8
CUUR0000AA0      ,2025,M09,972.957,,All Items,945.589,2.89,9
CUUR0000AA0      ,2025,M11,970.924,,All Items,945.413,2.7,11
CUUR0000AA0      ,2025,M12,970.722,,All Items,939.672,3.3,12
CUUR0000AA0      ,2025,M13,964.398,,All Items,951.601,1.34,13
CUUR0000SA0      ,2023,M01,299.17,,All Items,,,1
CUUR0000SA0      ,2023,M02,300.84,,All Items,,,2
CUUR0000SA0      ,2023,M03,301.836,,All Items,,,3
CUUR0000SA0      ,2023,M04,303.363,,All Items,,,4
CUUR0000SA0      ,2023,M05,304.127,,All Items,,,5
CUUR0000SA0      ,2023,M06,305.109,,All Items,,,6
CUUR0000SA0      ,2023,M07,305.691,,All Items,,,7
CUUR0000SA0      ,2023,M08,307.026,,All Items,,,8
CUUR0000SA0      ,2023,M09,307.789,,All Items,,,9
CUUR0000SA0      ,2023,M10,307.671,,All Items,,,10
CUUR0000SA0      ,2023,M11,307.051,,All Items,,,11
CUUR0000SA0      ,2023,M12,306.746,,All Items,,,12
CUUR0000SA0      ,2023,M13,304.702,,All Items,299.17,1.85,13
CUUR0000SA0      ,2024,M01,308.417,,All Items,300.84,2.52,1
CUUR0000SA0      ,2024,M02,310.326,,All Items,301.836,2.81,2
CUUR0000SA0      ,2024,M03,312.332,,All Items,303.363,2.96,3
CUUR0000SA0      ,2024,M04,313.548,,All Items,304.127,3.1,4
CUUR0000SA0      ,2024,M05,314.069,,All Items,305.109,2.94,5
CUUR0000SA0      ,2024,M06,314.175,,All Items,305.691,2.78,6
CUUR0000SA0      ,2024,M07,314.54,,All Items,307.026,2.45,7
CUUR0000SA0      ,2024,M08,314.796,,All Items,307.789,2.28,8
CUUR0000SA0      ,2024,M09,315.301,,All Items,307.671,2.48,9
CUUR0000SA0      ,2024,M10,315.664,,All Items,307.051,2.81,10
CUUR0000SA0      ,2024,M11,315.493,,All Items,306.746,2.85,11
CUUR0000SA0      ,2024,M12,315.605,,All Items,304.702,3.58,12
CUUR0000SA0      ,2024,M13,313.689,,All Items,308.417,1.71,13
CUUR0000SA0      ,2025,M01,317.671,,All Items,310.326,2.37,1
CUUR0000SA0      ,2025,M02,319.082,,All Items,312.332,2.16,2
CUUR0000SA0      ,2025,M03,319.799,,All Items,313.548,1.99,3
CUUR0000SA0      ,2025,M04,320.795,,All Items,314.069,2.14,4
CUUR0000SA0      ,2025,M05,321.465,,All Items,314.175,2.32,5
CUUR0000SA0      ,2025,M06,322.561,,All Items,314.54,2.55,6
CUUR0000SA0      ,2025,M07,323.048,,All Items,314.796,2.62,7
CUUR0000SA0      ,2025,M08,323.976,,All Items,315.301,2.75,8
CUUR0000SA0      ,2025,M09,324.8,,All Items,315.664,2.89,9
CUUR0000SA0      ,2025,M11,324.122,,All Items,315.605,2.7,11
CUUR0000SA0      ,2025,M12,324.054,,All Items,313.689,3.3,12
CUUR0000SA0      ,2025,M13,321.943,,All Items,317.671,1.34,13
CUUR0100AA0      ,2023,M01,488.664,,All Items,,,1
CUUR0100AA0      ,2023,M02,491.282,,All Items,,,2
CUUR0100AA0      ,2023,M03,490.113,,All Items,,,3
CUUR0100AA0      ,2023,M04,491.065,,All Items,,,4
CUUR0100AA0      ,2023,M05,491.685,,All Items,,,5
CUUR0100AA0      ,2023,M06,493.397,,All Items,,,6
CUUR0100AA0      ,2023,M07,494.379,,All Items,,,7
CUUR0100AA0      ,2023,M08,496.723,,All Items,,,8
CUUR0100AA0      ,2023,M09,498.191,,All Items,,,9
CUUR0100AA0      ,2023,M10,498.076,,All Items,,,10
CUUR0100AA0      ,2023,M11,498.0,,All Items,,,11
CUUR0100AA0      ,2023,M12,497.828,,All Items,,,12
CUUR0100AA0      ,2023,M13,494.117,,All Items,488.664,1.12,13
CUUR0100AA0      ,2024,M01,500.963,,All Items,491.282,1.97,1
CUUR0100AA0      ,2024,M02,503.237,,All Items,490.113,2.68,2
CUUR0100AA0      ,2024,M03,506.645,,All Items,491.065,3.17,3
CUUR0100AA0      ,2024,M04,508.682,,All Items,491.685,3.46,4
CUUR0100AA0      ,2024,M05,510.892,,All Items,493.397,3.55,5
CUUR0100AA0      ,2024,M06,512.202,,All Items,494.379,3.61,6
CUUR0100AA0      ,2024,M07,512.309,,All Items,496.723,3.14,7
CUUR0100AA0      ,2024,M08,513.571,,All Items,498.191,3.09,8
CUUR0100AA0      ,2024,M09,515.171,,All Items,498.076,3.43,9
CUUR0100AA0      ,2024,M10,515.588,,All Items,498.0,3.53,10
CUUR0100AA0      ,2024,M11,515.361,,All Items,497.828,3.52,11
CUUR0100AA0      ,2024,M12,515.303,,All Items,494.117,4.29,12
CUUR0100AA0      ,2024,M13,510.827,,All Items,500.963,1.97,13
CUUR0100AA0      ,2025,M01,519.632,,All Items,503.237,3.26,1
CUUR0100AA0      ,2025,M02,522.812,,All Items,506.645,3.19,2
CUUR0100AA0      ,2025,M03,522.876,,All Items,508.682,2.79,3
CUUR0100AA0      ,2025,M04,524.475,,All Items,510.892,2.66,4
CUUR0100AA0      ,2025,M05,525.209,,All Items,512.202,2.54,5
CUUR0100AA0      ,2025,M06,527.645,,All Items,512.309,2.99,6
CUUR0100AA0      ,2025,M07,528.556,,All Items,513.571,2.92,7
CUUR0100AA0      ,2025,M08,530.571,,All Items,515.171,2.99,8
CUUR0100AA0      ,2025,M09,531.178,,All Items,515.588,3.02,9
CUUR0100AA0      ,2025,M11,531.12,,All Items,515.303,3.07,11
CUUR0100AA0      ,2025,M12,532.058,,All Items,510.827,4.16,12
CUUR0100AA0      ,2025,M13,526.921,,All Items,519.632,1.4,13
CUUR0100SA0      ,2023,M01,310.323,,All Items,,,1
CUUR0100SA0      ,2023,M02,311.986,,All Items,,,2
CUUR0100SA0      ,2023,M03,311.243,,All Items,,,3
CUUR0100SA0      ,2023,M04,311.848,,All Items,,,4
CUUR0100SA0      ,2023,M05,312.241,,All Items,,,5
CUUR0100SA0      ,2023,M06,313.329,,All Items,,,6
CUUR0100SA0      ,2023,M07,313.952,,All Items,,,7
CUUR0100SA0      ,2023,M08,315.441,,All Items,,,8
CUUR0100SA0      ,2023,M09,316.373,,All Items,,,9
CUUR0100SA0      ,2023,M10,316.3,,All Items,,,10
CUUR0100SA0      ,2023,M11,316.252,,All Items,,,11
CUUR0100SA0      ,2023,M12,316.143,,All Items,,,12
CUUR0100SA0      ,2023,M13,313.786,,All Items,310.323,1.12,13
CUUR0100SA0      ,2024,M01,318.133,,All Items,311.986,1.97,1
CUUR0100SA0      ,2024,M02,319.577,,All Items,311.243,2.68,2
CUUR0100SA0      ,2024,M03,321.741,,All Items,311.848,3.17,3
CUUR0100SA0      ,2024,M04,323.035,,All Items,312.241,3.46,4
CUUR0100SA0      ,2024,M05,324.439,,All Items,313.329,3.55,5
CUUR0100SA0      ,2024,M06,325.271,,All Items,313.952,3.61,6
CUUR0100SA0      ,2024,M07,325.339,,All Items,315.441,3.14,7
CUUR0100SA0      ,2024,M08,326.14,,All Items,316.373,3.09,8
CUUR0100SA0      ,2024,M09,327.156,,All Items,316.3,3.43,9
CUUR0100SA0      ,2024,M10,327.421,,All Items,316.252,3.53,10
CUUR0100SA0      ,2024,M11,327.277,,All Items,316.143,3.52,11
CUUR0100SA0      ,2024,M12,327.24,,All Items,313.786,4.29,12
CUUR0100SA0      ,2024,M13,324.397,,All Items,318.133,1.97,13
CUUR0100SA0      ,2025,M01,329.989,,All Items,319.577,3.26,1
CUUR0100SA0      ,2025,M02,332.009,,All Items,321.741,3.19,2
CUUR0100SA0      ,2025,M03,332.049,,All Items,323.035,2.79,3
CUUR0100SA0      ,2025,M04,333.065,,All Items,324.439,2.66,4
CUUR0100SA0      ,2025,M05,333.531,,All Items,325.271,2.54,5
CUUR0100SA0      ,2025,M06,335.078,,All Items,325.339,2.99,6
CUUR0100SA0      ,2025,M07,335.656,,All Items,326.14,2.92,7
CUUR0100SA0      ,2025,M08,336.936,,All Items,327.156,2.99,8
CUUR0100SA0      ,2025,M09,337.321,,All Items,327.421,3.02,9
CUUR0100SA0      ,2025,M11,337.284,,All Items,327.24,3.07,11
CUUR0100SA0      ,2025,M12,337.88,,All Items,324.397,4.16,12
CUUR0100SA0      ,2025,M13,334.618,,All Items,329.989,1.4,13
CUUR0110SA0      ,2023,M01,118.841,,All Items,,,1
CUUR0110SA0      ,2023,M02,119.083,,All Items,,,2
CUUR0110SA0      ,2023,M03,119.099,,All Items,,,3
CUUR0110SA0      ,2023,M04,119.459,,All Items,,,4
CUUR0110SA0      ,2023,M05,119.166,,All Items,,,5
CUUR0110SA0      ,2023,M06,119.462,,All Items,,,6
CUUR0110SA0      ,2023,M07,119.39,,All Items,,,7
CUUR0110SA0      ,2023,M08,119.875,,All Items,,,8
CUUR0110SA0      ,2023,M09,120.174,,All Items,,,9
CUUR0110SA0      ,2023,M10,120.315,,All Items,,,10
CUUR0110SA0      ,2023,M11,120.745,,All Items,,,11
CUUR0110SA0      ,2023,M12,120.579,,All Items,,,12
CUUR0110SA0      ,2023,M13,119.682,,All Items,118.841,0.71,13
CUUR0110SA0      ,2024,M01,121.182,,All Items,119.083,1.76,1
CUUR0110SA0      ,2024,M02,121.624,,All Items,119.099,2.12,2
CUUR0110SA0      ,2024,M03,122.807,,All Items,119.459,2.8,3
CUUR0110SA0      ,2024,M04,123.233,,All Items,119.166,3.41,4
CUUR0110SA0      ,2024,M05,123.653,,All Items,119.462,3.51,5
CUUR0110SA0      ,2024,M06,124.02,,All Items,119.39,3.88,6
CUUR0110SA0      ,2024,M07,123.61,,All Items,119.875,3.12,7
CUUR0110SA0      ,2024,M08,123.877,,All Items,120.174,3.08,8
CUUR0110SA0      ,2024,M09,124.289,,All Items,120.315,3.3,9
CUUR0110SA0      ,2024,M10,124.313,,All Items,120.745,2.95,10
CUUR0110SA0      ,2024,M11,124.443,,All Items,120.579,3.2,11
CUUR0110SA0      ,2024,M12,124.559,,All Items,119.682,4.07,12
CUUR0110SA0      ,2024,M13,123.468,,All Items,121.182,1.89,13
CUUR0110SA0      ,2025,M01,126.08,,All Items,121.624,3.66,1
CUUR0110SA0      ,2025,M02,127.074,,All Items,122.807,3.47,2
CUUR0110SA0      ,2025,M03,126.696,,All Items,123.233,2.81,3
CUUR0110SA0      ,2025,M04,126.9,,All Items,123.653,2.63,4
CUUR0110SA0      ,2025,M05,127.147,,All Items,124.02,2.52,5
CUUR0110SA0      ,2025,M06,127.414,,All Items,123.61,3.08,6
CUUR0110SA0      ,2025,M07,127.676,,All Items,123.877,3.07,7
CUUR0110SA0      ,2025,M08,128.465,,All Items,124.289,3.36,8
CUUR0110SA0      ,2025,M09,128.307,,All Items,124.313,3.21,9
CUUR0110SA0      ,2025,M11,127.802,,All Items,124.559,2.6,11
CUUR0110SA0      ,2025,M12,127.684,,All Items,123.468,3.41,12
CUUR0110SA0      ,2025,M13,127.386,,All Items,126.08,1.04,13
CUUR0120SA0      ,2023,M01,119.078,,All Items,,,1
CUUR0120SA0      ,2023,M02,119.859,,All Items,,,2
CUUR0120SA0      ,2023,M03,119.465,,All Items,,,3
CUUR0120SA0      ,2023,M04,119.651,,All Items,,,4
CUUR0120SA0      ,2023,M05,119.962,,All Items,,,5
CUUR0120SA0      ,2023,M06,120.423,,All Items,,,6
CUUR0120SA0      ,2023,M07,120.775,,All Items,,,7
CUUR0120SA0      ,2023,M08,121.377,,All Items,,,8
CUUR0120SA0      ,2023,M09,121.756,,All Items,,,9
CUUR0120SA0      ,2023,M10,121.666,,All Items,,,10
CUUR0120SA0      ,2023,M11,121.486,,All Items,,,11
CUUR0120SA0      ,2023,M12,121.489,,All Items,,,12
CUUR0120SA0      ,2023,M13,120.582,,All Items,119.078,1.26,13
CUUR0120SA0      ,2024,M01,122.321,,All Items,119.859,2.05,1
CUUR0120SA0      ,2024,M02,122.922,,All Items,119.465,2.89,2
CUUR0120SA0      ,2024,M03,123.601,,All Items,119.651,3.3,3
CUUR0120SA0      ,2024,M04,124.127,,All Items,119.962,3.47,4
CUUR0120SA0      ,2024,M05,124.716,,All Items,120.423,3.56,5
CUUR0120SA0      ,2024,M06,125.014,,All Items,120.775,3.51,6
CUUR0120SA0      ,2024,M07,125.227,,All Items,121.377,3.17,7
CUUR0120SA0      ,2024,M08,125.551,,All Items,121.756,3.12,8
CUUR0120SA0      ,2024,M09,125.931,,All Items,121.666,3.51,9
CUUR0120SA0      ,2024,M10,126.066,,All Items,121.486,3.77,10
CUUR0120SA0      ,2024,M11,125.931,,All Items,121.489,3.66,11
CUUR0120SA0      ,2024,M12,125.862,,All Items,120.582,4.38,12
CUUR0120SA0      ,2024,M13,124.772,,All Items,122.321,2.0,13
CUUR0120SA0      ,2025,M01,126.712,,All Items,122.922,3.08,1
CUUR0120SA0      ,2025,M02,127.391,,All Items,123.601,3.07,2
CUUR0120SA0      ,2025,M03,127.578,,All Items,124.127,2.78,3
CUUR0120SA0      ,2025,M04,128.048,,All Items,124.716,2.67,4
CUUR0120SA0      ,2025,M05,128.197,,All Items,125.014,2.55,5
CUUR0120SA0      ,2025,M06,128.932,,All Items,125.227,2.96,6
CUUR0120SA0      ,2025,M07,129.136,,All Items,125.551,2.86,7
CUUR0120SA0      ,2025,M08,129.497,,All Items,125.931,2.83,8
CUUR0120SA0      ,2025,M09,129.778,,All Items,126.066,2.94,9
CUUR0120SA0      ,2025,M11,129.977,,All Items,125.862,3.27,11
CUUR0120SA0      ,2025,M12,130.357,,All Items,124.772,4.48,12
CUUR0120SA0      ,2025,M13,128.691,,All Items,126.712,1.56,13
CUUR0200AA0      ,2023,M01,451.235,,All Items,,,1
CUUR0200AA0      ,2023,M02,453.415,,All Items,,,2
CUUR0200AA0      ,2023,M03,456.113,,All Items,,,3
CUUR0200AA0      ,2023,M04,458.711,,All Items,,,4
CUUR0200AA0      ,2023,M05,459.898,,All Items,,,5
CUUR0200AA0      ,2023,M06,461.662,,All Items,,,6
CUUR0200AA0      ,2023,M07,463.125,,All Items,,,7
CUUR0200AA0      ,2023,M08,463.909,,All Items,,,8
CUUR0200AA0      ,2023,M09,464.16,,All Items,,,9
CUUR0200AA0      ,2023,M10,463.68,,All Items,,,10
CUUR0200AA0      ,2023,M11,462.961,,All Items,,,11
CUUR0200AA0      ,2023,M12,461.934,,All Items,,,12
CUUR0200AA0      ,2023,M13,460.067,,All Items,451.235,1.96,13
CUUR0200AA0      ,2024,M01,463.274,,All Items,453.415,2.17,1
CUUR0200AA0      ,2024,M02,465.901,,All Items,456.113,2.15,2
CUUR0200AA0      ,2024,M03,469.082,,All Items,458.711,2.26,3
CUUR0200AA0      ,2024,M04,471.388,,All Items,459.898,2.5,4
CUUR0200AA0      ,2024,M05,472.424,,All Items,461.662,2.33,5
CUUR0200AA0      ,2024,M06,473.114,,All Items,463.125,2.16,6
CUUR0200AA0      ,2024,M07,475.518,,All Items,463.909,2.5,7
CUUR0200AA0      ,2024,M08,476.01,,All Items,464.16,2.55,8
CUUR0200AA0      ,2024,M09,475.99,,All Items,463.68,2.65,9
CUUR0200AA0      ,2024,M10,475.573,,All Items,462.961,2.72,10
CUUR0200AA0      ,2024,M11,475.136,,All Items,461.934,2.86,11
CUUR0200AA0      ,2024,M12,475.968,,All Items,460.067,3.46,12
CUUR0200AA0      ,2024,M13,472.448,,All Items,463.274,1.98,13
CUUR0200AA0      ,2025,M01,479.012,,All Items,465.901,2.81,1
CUUR0200AA0      ,2025,M02,480.359,,All Items,469.082,2.4,2
CUUR0200AA0      ,2025,M03,481.978,,All Items,471.388,2.25,3
CUUR0200AA0      ,2025,M04,482.728,,All Items,472.424,2.18,4
CUUR0200AA0      ,2025,M05,483.792,,All Items,473.114,2.26,5
CUUR0200AA0      ,2025,M06,487.35,,All Items,475.518,2.49,6
CUUR0200AA0      ,2025,M07,487.85,,All Items,476.01,2.49,7
CUUR0200AA0      ,2025,M08,489.341,,All Items,475.99,2.8,8
CUUR0200AA0      ,2025,M09,490.686,,All Items,475.573,3.18,9
CUUR0200AA0      ,2025,M11,489.371,,All Items,475.968,2.82,11
CUUR0200AA0      ,2025,M12,488.774,,All Items,472.448,3.46,12
CUUR0200AA0      ,2025,M13,485.567,,All Items,479.012,1.37,13
CUUR0200SA0      ,2023,M01,277.332,,All Items,,,1
CUUR0200SA0      ,2023,M02,278.672,,All Items,,,2
CUUR0200SA0      ,2023,M03,280.33,,All Items,,,3
CUUR0200SA0      ,2023,M04,281.927,,All Items,,,4
CUUR0200SA0      ,2023,M05,282.656,,All Items,,,5
CUUR0200SA0      ,2023,M06,283.741,,All Items,,,6
CUUR0200SA0      ,2023,M07,284.64,,All Items,,,7
CUUR0200SA0      ,2023,M08,285.122,,All Items,,,8
CUUR0200SA0      ,2023,M09,285.276,,All Items,,,9
CUUR0200SA0      ,2023,M10,284.981,,All Items,,,10
CUUR0200SA0      ,2023,M11,284.539,,All Items,,,11
CUUR0200SA0      ,2023,M12,283.908,,All Items,,,12
CUUR0200SA0      ,2023,M13,282.76,,All Items,277.332,1.96,13
CUUR0200SA0      ,2024,M01,284.731,,All Items,278.672,2.17,1
CUUR0200SA0      ,2024,M02,286.346,,All Items,280.33,2.15,2
CUUR0200SA0      ,2024,M03,288.301,,All Items,281.927,2.26,3
CUUR0200SA0      ,2024,M04,289.718,,All Items,282.656,2.5,4
CUUR0200SA0      ,2024,M05,290.355,,All Items,283.741,2.33,5
CUUR0200SA0      ,2024,M06,290.779,,All Items,284.64,2.16,6
CUUR0200SA0      ,2024,M07,292.256,,All Items,285.122,2.5,7
CUUR0200SA0      ,2024,M08,292.559,,All Items,285.276,2.55,8
CUUR0200SA0      ,2024,M09,292.547,,All Items,284.981,2.65,9
CUUR0200SA0      ,2024,M10,292.291,,All Items,284.539,2.72,10
CUUR0200SA0      ,2024,M11,292.022,,All Items,283.908,2.86,11
CUUR0200SA0      ,2024,M12,292.533,,All Items,282.76,3.46,12
CUUR0200SA0      ,2024,M13,290.37,,All Items,284.731,1.98,13
CUUR0200SA0      ,2025,M01,294.404,,All Items,286.346,2.81,1
CUUR0200SA0      ,2025,M02,295.232,,All Items,288.301,2.4,2
CUUR0200SA0      ,2025,M03,296.227,,All Items,289.718,2.25,3
CUUR0200SA0      ,2025,M04,296.688,,All Items,290.355,2.18,4
CUUR0200SA0      ,2025,M05,297.342,,All Items,290.779,2.26,5
CUUR0200SA0      ,2025,M06,299.529,,All Items,292.256,2.49,6
CUUR0200SA0      ,2025,M07,299.836,,All Items,292.559,2.49,7
CUUR0200SA0      ,2025,M08,300.753,,All Items,292.547,2.81,8
CUUR0200SA0      ,2025,M09,301.579,,All Items,292.291,3.18,9
CUUR0200SA0      ,2025,M11,300.771,,All Items,292.533,2.82,11
CUUR0200SA0      ,2025,M12,300.404,,All Items,290.37,3.46,12
CUUR0200SA0      ,2025,M13,298.433,,All Items,294.404,1.37,13
CUUR0230SA0      ,2023,M01,120.275,,All Items,,,1
CUUR0230SA0      ,2023,M02,120.738,,All Items,,,2
CUUR0230SA0      ,2023,M03,121.651,,All Items,,,3
CUUR0230SA0      ,2023,M04,122.432,,All Items,,,4
CUUR0230SA0      ,2023,M05,122.832,,All Items,,,5
CUUR0230SA0      ,2023,M06,123.181,,All Items,,,6
CUUR0230SA0      ,2023,M07,123.558,,All Items,,,7
CUUR0230SA0      ,2023,M08,123.424,,All Items,,,8
CUUR0230SA0      ,2023,M09,123.278,,All Items,,,9
CUUR0230SA0      ,2023,M10,123.157,,All Items,,,10
CUUR0230SA0      ,2023,M11,123.038,,All Items,,,11
CUUR0230SA0      ,2023,M12,122.867,,All Items,,,12
CUUR0230SA0      ,2023,M13,122.536,,All Items,120.275,1.88,13
CUUR0230SA0      ,2024,M01,123.327,,All Items,120.738,2.14,1
CUUR0230SA0      ,2024,M02,123.92,,All Items,121.651,1.87,2
CUUR0230SA0      ,2024,M03,124.812,,All Items,122.432,1.94,3
CUUR0230SA0      ,2024,M04,125.474,,All Items,122.832,2.15,4
CUUR0230SA0      ,2024,M05,125.803,,All Items,123.181,2.13,5
CUUR0230SA0      ,2024,M06,125.927,,All Items,123.558,1.92,6
CUUR0230SA0      ,2024,M07,126.529,,All Items,123.424,2.52,7
CUUR0230SA0      ,2024,M08,126.534,,All Items,123.278,2.64,8
CUUR0230SA0      ,2024,M09,126.541,,All Items,123.157,2.75,9
CUUR0230SA0      ,2024,M10,126.517,,All Items,123.038,2.83,10
CUUR0230SA0      ,2024,M11,126.402,,All Items,122.867,2.88,11
CUUR0230SA0      ,2024,M12,126.635,,All Items,122.536,3.35,12
CUUR0230SA0      ,2024,M13,125.702,,All Items,123.327,1.93,13
CUUR0230SA0      ,2025,M01,127.521,,All Items,123.92,2.91,1
CUUR0230SA0      ,2025,M02,127.793,,All Items,124.812,2.39,2
CUUR0230SA0      ,2025,M03,128.355,,All Items,125.474,2.3,3
CUUR0230SA0      ,2025,M04,128.538,,All Items,125.803,2.17,4
CUUR0230SA0      ,2025,M05,128.901,,All Items,125.927,2.36,5
CUUR0230SA0      ,2025,M06,129.919,,All Items,126.529,2.68,6
CUUR0230SA0      ,2025,M07,130.04,,All Items,126.534,2.77,7
CUUR0230SA0      ,2025,M08,130.379,,All Items,126.541,3.03,8
CUUR0230SA0      ,2025,M09,130.646,,All Items,126.517,3.26,9
CUUR0230SA0      ,2025,M11,130.332,,All Items,126.635,2.92,11
CUUR0230SA0      ,2025,M12,130.207,,All Items,125.702,3.58,12
CUUR0230SA0      ,2025,M13,129.33,,All Items,127.521,1.42,13
CUUR0240SA0      ,2023,M01,120.372,,All Items,,,1
CUUR0240SA0      ,2023,M02,121.216,,All Items,,,2
CUUR0240SA0      ,2023,M03,121.506,,All Items,,,3
CUUR0240SA0      ,2023,M04,122.002,,All Items,,,4
CUUR0240SA0      ,2023,M05,122.132,,All Items,,,5
CUUR0240SA0      ,2023,M06,122.874,,All Items,,,6
CUUR0240SA0      ,2023,M07,123.293,,All Items,,,7
CUUR0240SA0      ,2023,M08,124.262,,All Items,,,8
CUUR0240SA0      ,2023,M09,124.8,,All Items,,,9
CUUR0240SA0      ,2023,M10,124.658,,All Items,,,10
CUUR0240SA0      ,2023,M11,124.305,,All Items,,,11
CUUR0240SA0      ,2023,M12,123.803,,All Items,,,12
CUUR0240SA0      ,2023,M13,122.935,,All Items,120.372,2.13,13
CUUR0240SA0      ,2024,M01,123.93,,All Items,121.216,2.24,1
CUUR0240SA0      ,2024,M02,124.871,,All Items,121.506,2.77,2
CUUR0240SA0      ,2024,M03,125.62,,All Items,122.002,2.97,3
CUUR0240SA0      ,2024,M04,126.128,,All Items,122.132,3.27,4
CUUR0240SA0      ,2024,M05,126.286,,All Items,122.874,2.78,5
CUUR0240SA0      ,2024,M06,126.605,,All Items,123.293,2.69,6
CUUR0240SA0      ,2024,M07,127.333,,All Items,124.262,2.47,7
CUUR0240SA0      ,2024,M08,127.748,,All Items,124.8,2.36,8
