series_id,year,period,value,footnote_codes,category,value_lag12,cpi_yoy_change,month
CUURS000SACL11   ,2025,M13,167.56,,Commodities Services Special,166.096,0.88,13
CUURS000SACL1E   ,2023,M01,146.004,,Commodities Services Special,,,1
CUURS000SACL1E   ,2023,M02,146.693,,Commodities Services Special,,,2
CUURS000SACL1E   ,2023,M03,147.395,,Commodities Services Special,,,3
CUURS000SACL1E   ,2023,M04,147.737,,Commodities Services Special,,,4
CUURS000SACL1E   ,2023,M05,148.407,,Commodities Services Special,,,5
CUURS000SACL1E   ,2023,M06,148.415,,Commodities Services Special,,,6
CUURS000SACL1E   ,2023,M07,147.921,,Commodities Services Special,,,7
CUURS000SACL1E   ,2023,M08,148.14,,Commodities Services Special,,,8
CUURS000SACL1E   ,2023,M09,147.495,,Commodities Services Special,,,9
CUURS000SACL1E   ,2023,M10,147.262,,Commodities Services Special,,,10
CUURS000SACL1E   ,2023,M11,145.707,,Commodities Services Special,,,11
CUURS000SACL1E   ,2023,M12,145.094,,Commodities Services Special,,,12
CUURS000SACL1E   ,2023,M13,147.189,,Commodities Services Special,146.004,0.81,13
CUURS000SACL1E   ,2024,M01,145.611,,Commodities Services Special,146.693,-0.74,1
CUURS000SACL1E   ,2024,M02,146.336,,Commodities Services Special,147.395,-0.72,2
CUURS000SACL1E   ,2024,M03,146.242,,Commodities Services Special,147.737,-1.01,3
CUURS000SACL1E   ,2024,M04,146.285,,Commodities Services Special,148.407,-1.43,4
CUURS000SACL1E   ,2024,M05,145.949,,Commodities Services Special,148.415,-1.66,5
CUURS000SACL1E   ,2024,M06,145.903,,Commodities Services Special,147.921,-1.36,6
CUURS000SACL1E   ,2024,M07,145.662,,Commodities Services Special,148.14,-1.67,7
CUURS000SACL1E   ,2024,M08,145.827,,Commodities Services Special,147.495,-1.13,8
CUURS000SACL1E   ,2024,M09,146.219,,Commodities Services Special,147.262,-0.71,9
CUURS000SACL1E   ,2024,M10,145.46,,Commodities Services Special,145.707,-0.17,10
CUURS000SACL1E   ,2024,M11,144.739,,Commodities Services Special,145.094,-0.24,11
CUURS000SACL1E   ,2024,M12,143.921,,Commodities Services Special,147.189,-2.22,12
CUURS000SACL1E   ,2024,M13,145.68,,Commodities Services Special,145.611,0.05,13
CUURS000SACL1E   ,2025,M01,145.057,,Commodities Services Special,146.336,-0.87,1
CUURS000SACL1E   ,2025,M02,145.968,,Commodities Services Special,146.242,-0.19,2
CUURS000SACL1E   ,2025,M03,146.053,,Commodities Services Special,146.285,-0.16,3
CUURS000SACL1E   ,2025,M04,146.18,,Commodities Services Special,145.949,0.16,4
CUURS000SACL1E   ,2025,M05,146.1,,Commodities Services Special,145.903,0.14,5
CUURS000SACL1E   ,2025,M06,146.486,,Commodities Services Special,145.662,0.57,6
CUURS000SACL1E   ,2025,M07,146.328,,Commodities Services Special,145.827,0.34,7
CUURS000SACL1E   ,2025,M08,146.914,,Commodities Services Special,146.219,0.48,8
CUURS000SACL1E   ,2025,M09,147.697,,Commodities Services Special,145.46,1.54,9
CUURS000SACL1E   ,2025,M11,146.19,,Commodities Services Special,143.921,1.58,11
CUURS000SACL1E   ,2025,M12,145.626,,Commodities Services Special,145.68,-0.04,12
CUURS000SACL1E   ,2025,M13,146.236,,Commodities Services Special,145.057,0.81,13
CUURS000SAD      ,2023,M01,113.101,,Commodities Services Special,,,1
CUURS000SAD      ,2023,M02,113.039,,Commodities Services Special,,,2
CUURS000SAD      ,2023,M03,113.415,,Commodities Services Special,,,3
CUURS000SAD      ,2023,M04,114.014,,Commodities Services Special,,,4
CUURS000SAD      ,2023,M05,114.56,,Commodities Services Special,,,5
CUURS000SAD      ,2023,M06,114.795,,Commodities Services Special,,,6
CUURS000SAD      ,2023,M07,114.483,,Commodities Services Special,,,7
CUURS000SAD      ,2023,M08,113.963,,Commodities Services Special,,,8
CUURS000SAD      ,2023,M09,112.799,,Commodities Services Special,,,9
CUURS000SAD      ,2023,M10,112.584,,Commodities Services Special,,,10
CUURS000SAD      ,2023,M11,111.781,,Commodities Services Special,,,11
CUURS000SAD      ,2023,M12,111.305,,Commodities Services Special,,,12
CUURS000SAD      ,2023,M13,113.32,,Commodities Services Special,113.101,0.19,13
CUURS000SAD      ,2024,M01,110.932,,Commodities Services Special,113.039,-1.86,1
CUURS000SAD      ,2024,M02,110.868,,Commodities Services Special,113.415,-2.25,2
CUURS000SAD      ,2024,M03,110.781,,Commodities Services Special,114.014,-2.84,3
CUURS000SAD      ,2024,M04,110.743,,Commodities Services Special,114.56,-3.33,4
CUURS000SAD      ,2024,M05,110.471,,Commodities Services Special,114.795,-3.77,5
CUURS000SAD      ,2024,M06,110.37,,Commodities Services Special,114.483,-3.59,6
CUURS000SAD      ,2024,M07,110.199,,Commodities Services Special,113.963,-3.3,7
CUURS000SAD      ,2024,M08,109.816,,Commodities Services Special,112.799,-2.64,8
CUURS000SAD      ,2024,M09,109.611,,Commodities Services Special,112.584,-2.64,9
CUURS000SAD      ,2024,M10,109.433,,Commodities Services Special,111.781,-2.1,10
CUURS000SAD      ,2024,M11,109.348,,Commodities Services Special,111.305,-1.76,11
CUURS000SAD      ,2024,M12,108.863,,Commodities Services Special,113.32,-3.93,12
CUURS000SAD      ,2024,M13,110.12,,Commodities Services Special,110.932,-0.73,13
CUURS000SAD      ,2025,M01,109.341,,Commodities Services Special,110.868,-1.38,1
CUURS000SAD      ,2025,M02,109.528,,Commodities Services Special,110.781,-1.13,2
CUURS000SAD      ,2025,M03,109.459,,Commodities Services Special,110.743,-1.16,3
CUURS000SAD      ,2025,M04,109.867,,Commodities Services Special,110.471,-0.55,4
CUURS000SAD      ,2025,M05,109.96,,Commodities Services Special,110.37,-0.37,5
CUURS000SAD      ,2025,M06,110.471,,Commodities Services Special,110.199,0.25,6
CUURS000SAD      ,2025,M07,110.623,,Commodities Services Special,109.816,0.73,7
CUURS000SAD      ,2025,M08,110.721,,Commodities Services Special,109.611,1.01,8
CUURS000SAD      ,2025,M09,110.703,,Commodities Services Special,109.433,1.16,9
CUURS000SAD      ,2025,M11,110.216,,Commodities Services Special,108.863,1.24,11
CUURS000SAD      ,2025,M12,109.573,,Commodities Services Special,110.12,-0.5,12
CUURS000SAD      ,2025,M13,110.042,,Commodities Services Special,109.341,0.64,13
CUURS000SAN      ,2023,M01,258.016,,Commodities Services Special,,,1
CUURS000SAN      ,2023,M02,260.219,,Commodities Services Special,,,2
CUURS000SAN      ,2023,M03,261.334,,Commodities Services Special,,,3
CUURS000SAN      ,2023,M04,262.725,,Commodities Services Special,,,4
CUURS000SAN      ,2023,M05,262.922,,Commodities Services Special,,,5
CUURS000SAN      ,2023,M06,263.031,,Commodities Services Special,,,6
CUURS000SAN      ,2023,M07,263.302,,Commodities Services Special,,,7
CUURS000SAN      ,2023,M08,266.477,,Commodities Services Special,,,8
CUURS000SAN      ,2023,M09,267.656,,Commodities Services Special,,,9
CUURS000SAN      ,2023,M10,266.425,,Commodities Services Special,,,10
CUURS000SAN      ,2023,M11,262.295,,Commodities Services Special,,,11
CUURS000SAN      ,2023,M12,260.413,,Commodities Services Special,,,12
CUURS000SAN      ,2023,M13,262.901,,Commodities Services Special,258.016,1.89,13
CUURS000SAN      ,2024,M01,261.544,,Commodities Services Special,260.219,0.51,1
CUURS000SAN      ,2024,M02,263.908,,Commodities Services Special,261.334,0.98,2
CUURS000SAN      ,2024,M03,265.701,,Commodities Services Special,262.725,1.13,3
CUURS000SAN      ,2024,M04,268.132,,Commodities Services Special,262.922,1.98,4
CUURS000SAN      ,2024,M05,267.851,,Commodities Services Special,263.031,1.83,5
CUURS000SAN      ,2024,M06,266.513,,Commodities Services Special,263.302,1.22,6
CUURS000SAN      ,2024,M07,266.831,,Commodities Services Special,266.477,0.13,7
CUURS000SAN      ,2024,M08,266.394,,Commodities Services Special,267.656,-0.47,8
CUURS000SAN      ,2024,M09,266.369,,Commodities Services Special,266.425,-0.02,9
CUURS000SAN      ,2024,M10,265.165,,Commodities Services Special,262.295,1.09,10
CUURS000SAN      ,2024,M11,263.584,,Commodities Services Special,260.413,1.22,11
CUURS000SAN      ,2024,M12,262.87,,Commodities Services Special,262.901,-0.01,12
CUURS000SAN      ,2024,M13,265.405,,Commodities Services Special,261.544,1.48,13
CUURS000SAN      ,2025,M01,265.305,,Commodities Services Special,263.908,0.53,1
CUURS000SAN      ,2025,M02,267.434,,Commodities Services Special,265.701,0.65,2
CUURS000SAN      ,2025,M03,267.699,,Commodities Services Special,268.132,-0.16,3
CUURS000SAN      ,2025,M04,268.331,,Commodities Services Special,267.851,0.18,4
CUURS000SAN      ,2025,M05,268.339,,Commodities Services Special,266.513,0.69,5
CUURS000SAN      ,2025,M06,268.529,,Commodities Services Special,266.831,0.64,6
CUURS000SAN      ,2025,M07,268.293,,Commodities Services Special,266.394,0.71,7
CUURS000SAN      ,2025,M08,269.497,,Commodities Services Special,266.369,1.17,8
CUURS000SAN      ,2025,M09,271.6,,Commodities Services Special,265.165,2.43,9
CUURS000SAN      ,2025,M11,268.913,,Commodities Services Special,262.87,2.3,11
CUURS000SAN      ,2025,M12,268.374,,Commodities Services Special,265.405,1.12,12
CUURS000SAN      ,2025,M13,268.392,,Commodities Services Special,265.305,1.16,13
CUURS000SANL1    ,2023,M01,229.874,,Commodities Services Special,,,1
CUURS000SANL1    ,2023,M02,233.004,,Commodities Services Special,,,2
CUURS000SANL1    ,2023,M03,234.706,,Commodities Services Special,,,3
CUURS000SANL1    ,2023,M04,237.049,,Commodities Services Special,,,4
CUURS000SANL1    ,2023,M05,236.752,,Commodities Services Special,,,5
CUURS000SANL1    ,2023,M06,236.622,,Commodities Services Special,,,6
CUURS000SANL1    ,2023,M07,236.464,,Commodities Services Special,,,7
CUURS000SANL1    ,2023,M08,242.003,,Commodities Services Special,,,8
CUURS000SANL1    ,2023,M09,243.597,,Commodities Services Special,,,9
CUURS000SANL1    ,2023,M10,240.435,,Commodities Services Special,,,10
CUURS000SANL1    ,2023,M11,232.831,,Commodities Services Special,,,11
CUURS000SANL1    ,2023,M12,228.669,,Commodities Services Special,,,12
CUURS000SANL1    ,2023,M13,236.001,,Commodities Services Special,229.874,2.67,13
CUURS000SANL1    ,2024,M01,229.422,,Commodities Services Special,233.004,-1.54,1
CUURS000SANL1    ,2024,M02,233.672,,Commodities Services Special,234.706,-0.44,2
CUURS000SANL1    ,2024,M03,237.345,,Commodities Services Special,237.049,0.12,3
CUURS000SANL1    ,2024,M04,241.057,,Commodities Services Special,236.752,1.82,4
CUURS000SANL1    ,2024,M05,240.234,,Commodities Services Special,236.622,1.53,5
CUURS000SANL1    ,2024,M06,237.37,,Commodities Services Special,236.464,0.38,6
CUURS000SANL1    ,2024,M07,237.284,,Commodities Services Special,242.003,-1.95,7
CUURS000SANL1    ,2024,M08,236.481,,Commodities Services Special,243.597,-2.92,8
CUURS000SANL1    ,2024,M09,234.938,,Commodities Services Special,240.435,-2.29,9
CUURS000SANL1    ,2024,M10,232.059,,Commodities Services Special,232.831,-0.33,10
CUURS000SANL1    ,2024,M11,228.88,,Commodities Services Special,228.669,0.09,11
CUURS000SANL1    ,2024,M12,227.037,,Commodities Services Special,236.001,-3.8,12
CUURS000SANL1    ,2024,M13,234.648,,Commodities Services Special,229.422,2.28,13
CUURS000SANL1    ,2025,M01,230.341,,Commodities Services Special,233.672,-1.43,1
CUURS000SANL1    ,2025,M02,233.53,,Commodities Services Special,237.345,-1.61,2
CUURS000SANL1    ,2025,M03,233.415,,Commodities Services Special,241.057,-3.17,3
CUURS000SANL1    ,2025,M04,234.159,,Commodities Services Special,240.234,-2.53,4
CUURS000SANL1    ,2025,M05,233.344,,Commodities Services Special,237.37,-1.7,5
CUURS000SANL1    ,2025,M06,233.314,,Commodities Services Special,237.284,-1.67,6
CUURS000SANL1    ,2025,M07,232.304,,Commodities Services Special,236.481,-1.77,7
CUURS000SANL1    ,2025,M08,233.629,,Commodities Services Special,234.938,-0.56,8
CUURS000SANL1    ,2025,M09,236.597,,Commodities Services Special,232.059,1.96,9
CUURS000SANL1    ,2025,M11,232.111,,Commodities Services Special,227.037,2.23,11
CUURS000SANL1    ,2025,M12,229.041,,Commodities Services Special,234.648,-2.39,12
CUURS000SANL1    ,2025,M13,232.89,,Commodities Services Special,230.341,1.11,13
CUURS000SANL11   ,2023,M01,227.548,,Commodities Services Special,,,1
CUURS000SANL11   ,2023,M02,230.919,,Commodities Services Special,,,2
CUURS000SANL11   ,2023,M03,232.7,,Commodities Services Special,,,3
CUURS000SANL11   ,2023,M04,235.146,,Commodities Services Special,,,4
CUURS000SANL11   ,2023,M05,234.754,,Commodities Services Special,,,5
CUURS000SANL11   ,2023,M06,234.512,,Commodities Services Special,,,6
CUURS000SANL11   ,2023,M07,234.366,,Commodities Services Special,,,7
CUURS000SANL11   ,2023,M08,240.292,,Commodities Services Special,,,8
CUURS000SANL11   ,2023,M09,241.917,,Commodities Services Special,,,9
CUURS000SANL11   ,2023,M10,238.446,,Commodities Services Special,,,10
CUURS000SANL11   ,2023,M11,230.279,,Commodities Services Special,,,11
CUURS000SANL11   ,2023,M12,225.799,,Commodities Services Special,,,12
CUURS000SANL11   ,2023,M13,233.89,,Commodities Services Special,227.548,2.79,13
CUURS000SANL11   ,2024,M01,226.58,,Commodities Services Special,230.919,-1.88,1
CUURS000SANL11   ,2024,M02,231.152,,Commodities Services Special,232.7,-0.67,2
CUURS000SANL11   ,2024,M03,235.146,,Commodities Services Special,235.146,0.0,3
CUURS000SANL11   ,2024,M04,239.064,,Commodities Services Special,234.754,1.84,4
CUURS000SANL11   ,2024,M05,238.139,,Commodities Services Special,234.512,1.55,5
CUURS000SANL11   ,2024,M06,235.03,,Commodities Services Special,234.366,0.28,6
CUURS000SANL11   ,2024,M07,234.926,,Commodities Services Special,240.292,-2.23,7
CUURS000SANL11   ,2024,M08,234.023,,Commodities Services Special,241.917,-3.26,8
CUURS000SANL11   ,2024,M09,232.345,,Commodities Services Special,238.446,-2.56,9
CUURS000SANL11   ,2024,M10,229.223,,Commodities Services Special,230.279,-0.46,10
CUURS000SANL11   ,2024,M11,225.759,,Commodities Services Special,225.799,-0.02,11
CUURS000SANL11   ,2024,M12,223.792,,Commodities Services Special,233.89,-4.32,12
CUURS000SANL11   ,2024,M13,232.098,,Commodities Services Special,226.58,2.44,13
CUURS000SANL11   ,2025,M01,227.271,,Commodities Services Special,231.152,-1.68,1
CUURS000SANL11   ,2025,M02,230.605,,Commodities Services Special,235.146,-1.93,2
CUURS000SANL11   ,2025,M03,230.449,,Commodities Services Special,239.064,-3.6,3
CUURS000SANL11   ,2025,M04,231.18,,Commodities Services Special,238.139,-2.92,4
CUURS000SANL11   ,2025,M05,230.386,,Commodities Services Special,235.03,-1.98,5
CUURS000SANL11   ,2025,M06,230.368,,Commodities Services Special,234.926,-1.94,6
CUURS000SANL11   ,2025,M07,229.269,,Commodities Services Special,234.023,-2.03,7
CUURS000SANL11   ,2025,M08,230.499,,Commodities Services Special,232.345,-0.79,8
CUURS000SANL11   ,2025,M09,233.606,,Commodities Services Special,229.223,1.91,9
CUURS000SANL11   ,2025,M11,228.71,,Commodities Services Special,223.792,2.2,11
CUURS000SANL11   ,2025,M12,225.49,,Commodities Services Special,232.098,-2.85,12
CUURS000SANL11   ,2025,M13,229.803,,Commodities Services Special,227.271,1.11,13
CUURS000SANL113  ,2023,M01,304.236,,Commodities Services Special,,,1
CUURS000SANL113  ,2023,M02,307.289,,Commodities Services Special,,,2
CUURS000SANL113  ,2023,M03,309.591,,Commodities Services Special,,,3
CUURS000SANL113  ,2023,M04,315.194,,Commodities Services Special,,,4
CUURS000SANL113  ,2023,M05,314.363,,Commodities Services Special,,,5
CUURS000SANL113  ,2023,M06,314.534,,Commodities Services Special,,,6
CUURS000SANL113  ,2023,M07,315.481,,Commodities Services Special,,,7
CUURS000SANL113  ,2023,M08,323.41,,Commodities Services Special,,,8
CUURS000SANL113  ,2023,M09,325.565,,Commodities Services Special,,,9
CUURS000SANL113  ,2023,M10,320.535,,Commodities Services Special,,,10
CUURS000SANL113  ,2023,M11,310.23,,Commodities Services Special,,,11
CUURS000SANL113  ,2023,M12,303.416,,Commodities Services Special,,,12
CUURS000SANL113  ,2023,M13,313.654,,Commodities Services Special,304.236,3.1,13
CUURS000SANL113  ,2024,M01,301.853,,Commodities Services Special,307.289,-1.77,1
CUURS000SANL113  ,2024,M02,307.561,,Commodities Services Special,309.591,-0.66,2
CUURS000SANL113  ,2024,M03,313.87,,Commodities Services Special,315.194,-0.42,3
CUURS000SANL113  ,2024,M04,320.743,,Commodities Services Special,314.363,2.03,4
CUURS000SANL113  ,2024,M05,319.745,,Commodities Services Special,314.534,1.66,5
CUURS000SANL113  ,2024,M06,314.792,,Commodities Services Special,315.481,-0.22,6
CUURS000SANL113  ,2024,M07,315.758,,Commodities Services Special,323.41,-2.37,7
CUURS000SANL113  ,2024,M08,311.969,,Commodities Services Special,325.565,-4.18,8
CUURS000SANL113  ,2024,M09,306.191,,Commodities Services Special,320.535,-4.48,9
CUURS000SANL113  ,2024,M10,303.502,,Commodities Services Special,310.23,-2.17,10
CUURS000SANL113  ,2024,M11,300.484,,Commodities Services Special,303.416,-0.97,11
CUURS000SANL113  ,2024,M12,298.542,,Commodities Services Special,313.654,-4.82,12
CUURS000SANL113  ,2024,M13,309.584,,Commodities Services Special,301.853,2.56,13
CUURS000SANL113  ,2025,M01,303.003,,Commodities Services Special,307.561,-1.48,1
CUURS000SANL113  ,2025,M02,306.243,,Commodities Services Special,313.87,-2.43,2
CUURS000SANL113  ,2025,M03,304.325,,Commodities Services Special,320.743,-5.12,3
CUURS000SANL113  ,2025,M04,306.841,,Commodities Services Special,319.745,-4.04,4
CUURS000SANL113  ,2025,M05,306.578,,Commodities Services Special,314.792,-2.61,5
CUURS000SANL113  ,2025,M06,306.724,,Commodities Services Special,315.758,-2.86,6
CUURS000SANL113  ,2025,M07,306.185,,Commodities Services Special,311.969,-1.85,7
CUURS000SANL113  ,2025,M08,306.068,,Commodities Services Special,306.191,-0.04,8
CUURS000SANL113  ,2025,M09,308.488,,Commodities Services Special,303.502,1.64,9
CUURS000SANL113  ,2025,M11,305.323,,Commodities Services Special,298.542,2.27,11
CUURS000SANL113  ,2025,M12,300.235,,Commodities Services Special,309.584,-3.02,12
CUURS000SANL113  ,2025,M13,305.456,,Commodities Services Special,303.003,0.81,13
CUURS000SANL13   ,2023,M01,298.1,,Commodities Services Special,,,1
CUURS000SANL13   ,2023,M02,300.775,,Commodities Services Special,,,2
CUURS000SANL13   ,2023,M03,302.875,,Commodities Services Special,,,3
CUURS000SANL13   ,2023,M04,307.919,,Commodities Services Special,,,4
CUURS000SANL13   ,2023,M05,307.302,,Commodities Services Special,,,5
CUURS000SANL13   ,2023,M06,307.612,,Commodities Services Special,,,6
CUURS000SANL13   ,2023,M07,308.409,,Commodities Services Special,,,7
CUURS000SANL13   ,2023,M08,315.428,,Commodities Services Special,,,8
CUURS000SANL13   ,2023,M09,317.46,,Commodities Services Special,,,9
CUURS000SANL13   ,2023,M10,313.15,,Commodities Services Special,,,10
CUURS000SANL13   ,2023,M11,304.074,,Commodities Services Special,,,11
CUURS000SANL13   ,2023,M12,298.089,,Commodities Services Special,,,12
CUURS000SANL13   ,2023,M13,306.766,,Commodities Services Special,298.1,2.91,13
CUURS000SANL13   ,2024,M01,296.766,,Commodities Services Special,300.775,-1.33,1
CUURS000SANL13   ,2024,M02,301.786,,Commodities Services Special,302.875,-0.36,2
CUURS000SANL13   ,2024,M03,307.266,,Commodities Services Special,307.919,-0.21,3
CUURS000SANL13   ,2024,M04,313.422,,Commodities Services Special,307.302,1.99,4
CUURS000SANL13   ,2024,M05,312.604,,Commodities Services Special,307.612,1.62,5
CUURS000SANL13   ,2024,M06,308.294,,Commodities Services Special,308.409,-0.04,6
CUURS000SANL13   ,2024,M07,309.16,,Commodities Services Special,315.428,-1.99,7
CUURS000SANL13   ,2024,M08,305.895,,Commodities Services Special,317.46,-3.64,8
CUURS000SANL13   ,2024,M09,300.851,,Commodities Services Special,313.15,-3.93,9
CUURS000SANL13   ,2024,M10,298.521,,Commodities Services Special,304.074,-1.83,10
CUURS000SANL13   ,2024,M11,295.932,,Commodities Services Special,298.089,-0.72,11
CUURS000SANL13   ,2024,M12,294.197,,Commodities Services Special,306.766,-4.1,12
CUURS000SANL13   ,2024,M13,303.725,,Commodities Services Special,296.766,2.34,13
CUURS000SANL13   ,2025,M01,298.23,,Commodities Services Special,301.786,-1.18,1
CUURS000SANL13   ,2025,M02,301.22,,Commodities Services Special,307.266,-1.97,2
CUURS000SANL13   ,2025,M03,299.586,,Commodities Services Special,313.422,-4.41,3
CUURS000SANL13   ,2025,M04,301.905,,Commodities Services Special,312.604,-3.42,4
CUURS000SANL13   ,2025,M05,301.547,,Commodities Services Special,308.294,-2.19,5
CUURS000SANL13   ,2025,M06,301.653,,Commodities Services Special,309.16,-2.43,6
CUURS000SANL13   ,2025,M07,301.202,,Commodities Services Special,305.895,-1.53,7
CUURS000SANL13   ,2025,M08,301.404,,Commodities Services Special,300.851,0.18,8
CUURS000SANL13   ,2025,M09,303.658,,Commodities Services Special,298.521,1.72,9
CUURS000SANL13   ,2025,M11,301.002,,Commodities Services Special,294.197,2.31,11
CUURS000SANL13   ,2025,M12,296.407,,Commodities Services Special,303.725,-2.41,12
CUURS000SANL13   ,2025,M13,300.71,,Commodities Services Special,298.23,0.83,13
CUURS000SAS      ,2023,M01,326.634,,Commodities Services Special,,,1
CUURS000SAS      ,2023,M02,328.234,,Commodities Services Special,,,2
CUURS000SAS      ,2023,M03,329.172,,Commodities Services Special,,,3
CUURS000SAS      ,2023,M04,330.613,,Commodities Services Special,,,4
CUURS000SAS      ,2023,M05,332.08,,Commodities Services Special,,,5
CUURS000SAS      ,2023,M06,333.511,,Commodities Services Special,,,6
CUURS000SAS      ,2023,M07,334.708,,Commodities Services Special,,,7
CUURS000SAS      ,2023,M08,335.53,,Commodities Services Special,,,8
CUURS000SAS      ,2023,M09,336.984,,Commodities Services Special,,,9
CUURS000SAS      ,2023,M10,337.607,,Commodities Services Special,,,10
CUURS000SAS      ,2023,M11,339.026,,Commodities Services Special,,,11
CUURS000SAS      ,2023,M12,340.17,,Commodities Services Special,,,12
CUURS000SAS      ,2023,M13,333.689,,Commodities Services Special,326.634,2.16,13
CUURS000SAS      ,2024,M01,342.277,,Commodities Services Special,328.234,4.28,1
CUURS000SAS      ,2024,M02,344.491,,Commodities Services Special,329.172,4.65,2
CUURS000SAS      ,2024,M03,346.491,,Commodities Services Special,330.613,4.8,3
CUURS000SAS      ,2024,M04,347.814,,Commodities Services Special,332.08,4.74,4
CUURS000SAS      ,2024,M05,349.768,,Commodities Services Special,333.511,4.87,5
CUURS000SAS      ,2024,M06,350.885,,Commodities Services Special,334.708,4.83,6
CUURS000SAS      ,2024,M07,351.819,,Commodities Services Special,335.53,4.85,7
CUURS000SAS      ,2024,M08,352.591,,Commodities Services Special,336.984,4.63,8
CUURS000SAS      ,2024,M09,353.231,,Commodities Services Special,337.607,4.63,9
CUURS000SAS      ,2024,M10,354.077,,Commodities Services Special,339.026,4.44,10
CUURS000SAS      ,2024,M11,354.37,,Commodities Services Special,340.17,4.17,11
CUURS000SAS      ,2024,M12,354.871,,Commodities Services Special,333.689,6.35,12
CUURS000SAS      ,2024,M13,350.224,,Commodities Services Special,342.277,2.32,13
CUURS000SAS      ,2025,M01,357.293,,Commodities Services Special,344.491,3.72,1
CUURS000SAS      ,2025,M02,358.881,,Commodities Services Special,346.491,3.58,2
CUURS000SAS      ,2025,M03,359.483,,Commodities Services Special,347.814,3.35,3
CUURS000SAS      ,2025,M04,360.893,,Commodities Services Special,349.768,3.18,4
CUURS000SAS      ,2025,M05,361.778,,Commodities Services Special,350.885,3.1,5
CUURS000SAS      ,2025,M06,363.451,,Commodities Services Special,351.819,3.31,6
CUURS000SAS      ,2025,M07,363.942,,Commodities Services Special,352.591,3.22,7
CUURS000SAS      ,2025,M08,364.24,,Commodities Services Special,353.231,3.12,8
CUURS000SAS      ,2025,M09,365.077,,Commodities Services Special,354.077,3.11,9
CUURS000SAS      ,2025,M11,365.324,,Commodities Services Special,354.871,2.95,11
CUURS000SAS      ,2025,M12,365.678,,Commodities Services Special,350.224,4.41,12
CUURS000SAS      ,2025,M13,362.367,,Commodities Services Special,357.293,1.42,13
CUURS000SAS2RS   ,2023,M01,327.708,,Commodities Services Special,,,1
CUURS000SAS2RS   ,2023,M02,330.147,,Commodities Services Special,,,2
CUURS000SAS2RS   ,2023,M03,332.122,,Commodities Services Special,,,3
CUURS000SAS2RS   ,2023,M04,333.75,,Commodities Services Special,,,4
CUURS000SAS2RS   ,2023,M05,335.748,,Commodities Services Special,,,5
CUURS000SAS2RS   ,2023,M06,337.252,,Commodities Services Special,,,6
CUURS000SAS2RS   ,2023,M07,339.079,,Commodities Services Special,,,7
CUURS000SAS2RS   ,2023,M08,339.651,,Commodities Services Special,,,8
CUURS000SAS2RS   ,2023,M09,341.507,,Commodities Services Special,,,9
CUURS000SAS2RS   ,2023,M10,342.261,,Commodities Services Special,,,10
CUURS000SAS2RS   ,2023,M11,343.626,,Commodities Services Special,,,11
CUURS000SAS2RS   ,2023,M12,344.796,,Commodities Services Special,,,12
CUURS000SAS2RS   ,2023,M13,337.304,,Commodities Services Special,327.708,2.93,13
CUURS000SAS2RS   ,2024,M01,346.28,,Commodities Services Special,330.147,4.89,1
CUURS000SAS2RS   ,2024,M02,347.962,,Commodities Services Special,332.122,4.77,2
CUURS000SAS2RS   ,2024,M03,350.044,,Commodities Services Special,333.75,4.88,3
CUURS000SAS2RS   ,2024,M04,351.635,,Commodities Services Special,335.748,4.73,4
CUURS000SAS2RS   ,2024,M05,353.906,,Commodities Services Special,337.252,4.94,5
CUURS000SAS2RS   ,2024,M06,354.867,,Commodities Services Special,339.079,4.66,6
CUURS000SAS2RS   ,2024,M07,356.213,,Commodities Services Special,339.651,4.88,7
CUURS000SAS2RS   ,2024,M08,357.418,,Commodities Services Special,341.507,4.66,8
CUURS000SAS2RS   ,2024,M09,357.612,,Commodities Services Special,342.261,4.49,9
CUURS000SAS2RS   ,2024,M10,358.091,,Commodities Services Special,343.626,4.21,10
CUURS000SAS2RS   ,2024,M11,358.483,,Commodities Services Special,344.796,3.97,11
CUURS000SAS2RS   ,2024,M12,359.413,,Commodities Services Special,337.304,6.55,12
CUURS000SAS2RS   ,2024,M13,354.327,,Commodities Services Special,346.28,2.32,13
CUURS000SAS2RS   ,2025,M01,360.802,,Commodities Services Special,347.962,3.69,1
CUURS000SAS2RS   ,2025,M02,362.137,,Commodities Services Special,350.044,3.45,2
CUURS000SAS2RS   ,2025,M03,363.002,,Commodities Services Special,351.635,3.23,3
CUURS000SAS2RS   ,2025,M04,364.423,,Commodities Services Special,353.906,2.97,4
CUURS000SAS2RS   ,2025,M05,365.288,,Commodities Services Special,354.867,2.94,5
CUURS000SAS2RS   ,2025,M06,366.26,,Commodities Services Special,356.213,2.82,6
CUURS000SAS2RS   ,2025,M07,366.685,,Commodities Services Special,357.418,2.59,7
CUURS000SAS2RS   ,2025,M08,367.303,,Commodities Services Special,357.612,2.71,8
CUURS000SAS2RS   ,2025,M09,368.415,,Commodities Services Special,358.091,2.88,9
CUURS000SAS2RS   ,2025,M11,368.423,,Commodities Services Special,359.413,2.51,11
CUURS000SAS2RS   ,2025,M12,369.621,,Commodities Services Special,354.327,4.32,12
CUURS000SAS2RS   ,2025,M13,365.669,,Commodities Services Special,360.802,1.35,13
CUURS000SAS367   ,2023,M01,325.27,,Commodities Services Special,,,1
CUURS000SAS367   ,2023,M02,327.84,,Commodities Services Special,,,2
