series_id,year,period,value,footnote_codes,category,value_lag12,cpi_yoy_change
CUUR0000SEFC04   ,2023,M13,323.577,,Food,317.996,1.76
CUUR0000SEFC04   ,2024,M01,333.81,,Food,314.294,6.21
CUUR0000SEFC04   ,2024,M02,334.363,,Food,313.066,6.8
CUUR0000SEFC04   ,2024,M03,338.186,,Food,318.567,6.16
CUUR0000SEFC04   ,2024,M04,343.365,,Food,315.623,8.79
CUUR0000SEFC04   ,2024,M05,339.8,,Food,316.754,7.28
CUUR0000SEFC04   ,2024,M06,350.075,,Food,328.162,6.68
CUUR0000SEFC04   ,2024,M07,350.257,,Food,329.525,6.29
CUUR0000SEFC04   ,2024,M08,353.79,,Food,328.482,7.7
CUUR0000SEFC04   ,2024,M09,354.795,,Food,331.187,7.13
CUUR0000SEFC04   ,2024,M10,350.916,,Food,336.537,4.27
CUUR0000SEFC04   ,2024,M11,355.273,,Food,332.734,6.77
CUUR0000SEFC04   ,2024,M12,355.234,,Food,323.577,9.78
CUUR0000SEFC04   ,2024,M13,346.655,,Food,333.81,3.85
CUUR0000SEFC04   ,2025,M01,355.178,,Food,334.363,6.23
CUUR0000SEFC04   ,2025,M02,366.165,,Food,338.186,8.27
CUUR0000SEFC04   ,2025,M03,363.618,,Food,343.365,5.9
CUUR0000SEFC04   ,2025,M04,369.665,,Food,339.8,8.79
CUUR0000SEFC04   ,2025,M05,371.386,,Food,350.075,6.09
CUUR0000SEFC04   ,2025,M06,377.115,,Food,350.257,7.67
CUUR0000SEFC04   ,2025,M07,385.252,,Food,353.79,8.89
CUUR0000SEFC04   ,2025,M08,394.167,,Food,354.795,11.1
CUUR0000SEFC04   ,2025,M09,398.92,,Food,350.916,13.68
CUUR0000SEFC04   ,2025,M10,,X,Food,355.273,
CUUR0000SEFC04   ,2025,M11,410.507,,Food,355.234,15.56
CUUR0000SEFC04   ,2025,M12,409.524,,Food,346.655,18.14
CUUR0000SEFC04   ,2025,M13,381.954,,Food,355.178,7.54
CUUR0000SEFD     ,2022,M01,258.369,,Food,,
CUUR0000SEFD     ,2022,M02,260.08,,Food,,
CUUR0000SEFD     ,2022,M03,263.619,,Food,,
CUUR0000SEFD     ,2022,M04,266.009,,Food,,
CUUR0000SEFD     ,2022,M05,268.222,,Food,,
CUUR0000SEFD     ,2022,M06,268.376,,Food,,
CUUR0000SEFD     ,2022,M07,270.829,,Food,,
CUUR0000SEFD     ,2022,M08,270.578,,Food,,
CUUR0000SEFD     ,2022,M09,273.648,,Food,,
CUUR0000SEFD     ,2022,M10,272.643,,Food,,
CUUR0000SEFD     ,2022,M11,267.13,,Food,,
CUUR0000SEFD     ,2022,M12,261.956,,Food,,
CUUR0000SEFD     ,2022,M13,266.788,,Food,258.369,3.26
CUUR0000SEFD     ,2023,M01,262.262,,Food,260.08,0.84
CUUR0000SEFD     ,2023,M02,263.954,,Food,263.619,0.13
CUUR0000SEFD     ,2023,M03,262.124,,Food,266.009,-1.46
CUUR0000SEFD     ,2023,M04,260.211,,Food,268.222,-2.99
CUUR0000SEFD     ,2023,M05,260.347,,Food,268.376,-2.99
CUUR0000SEFD     ,2023,M06,258.165,,Food,270.829,-4.68
CUUR0000SEFD     ,2023,M07,260.751,,Food,270.578,-3.63
CUUR0000SEFD     ,2023,M08,265.41,,Food,273.648,-3.01
CUUR0000SEFD     ,2023,M09,269.103,,Food,272.643,-1.3
CUUR0000SEFD     ,2023,M10,273.58,,Food,267.13,2.41
CUUR0000SEFD     ,2023,M11,265.863,,Food,261.956,1.49
CUUR0000SEFD     ,2023,M12,262.096,,Food,266.788,-1.76
CUUR0000SEFD     ,2023,M13,263.656,,Food,262.262,0.53
CUUR0000SEFD     ,2024,M01,261.308,,Food,263.954,-1.0
CUUR0000SEFD     ,2024,M02,259.794,,Food,262.124,-0.89
CUUR0000SEFD     ,2024,M03,262.888,,Food,260.211,1.03
CUUR0000SEFD     ,2024,M04,263.377,,Food,260.347,1.16
CUUR0000SEFD     ,2024,M05,267.029,,Food,258.165,3.43
CUUR0000SEFD     ,2024,M06,268.013,,Food,260.751,2.79
CUUR0000SEFD     ,2024,M07,270.109,,Food,265.41,1.77
CUUR0000SEFD     ,2024,M08,270.233,,Food,269.103,0.42
CUUR0000SEFD     ,2024,M09,273.01,,Food,273.58,-0.21
CUUR0000SEFD     ,2024,M10,271.851,,Food,265.863,2.25
CUUR0000SEFD     ,2024,M11,270.281,,Food,262.096,3.12
CUUR0000SEFD     ,2024,M12,266.768,,Food,263.656,1.18
CUUR0000SEFD     ,2024,M13,267.055,,Food,261.308,2.2
CUUR0000SEFD     ,2025,M01,268.703,,Food,259.794,3.43
CUUR0000SEFD     ,2025,M02,264.45,,Food,262.888,0.59
CUUR0000SEFD     ,2025,M03,270.383,,Food,263.377,2.66
CUUR0000SEFD     ,2025,M04,266.785,,Food,267.029,-0.09
CUUR0000SEFD     ,2025,M05,268.747,,Food,268.013,0.27
CUUR0000SEFD     ,2025,M06,269.386,,Food,270.109,-0.27
CUUR0000SEFD     ,2025,M07,272.994,,Food,270.233,1.02
CUUR0000SEFD     ,2025,M08,273.591,,Food,273.01,0.21
CUUR0000SEFD     ,2025,M09,277.429,,Food,271.851,2.05
CUUR0000SEFD     ,2025,M10,,X,Food,270.281,
CUUR0000SEFD     ,2025,M11,272.637,,Food,266.768,2.2
CUUR0000SEFD     ,2025,M12,268.949,,Food,267.055,0.71
CUUR0000SEFD     ,2025,M13,270.369,,Food,268.703,0.62
CUUR0000SEFD01   ,2022,M01,196.618,,Food,,
CUUR0000SEFD01   ,2022,M02,196.697,,Food,,
CUUR0000SEFD01   ,2022,M03,198.545,,Food,,
CUUR0000SEFD01   ,2022,M04,203.113,,Food,,
CUUR0000SEFD01   ,2022,M05,204.937,,Food,,
CUUR0000SEFD01   ,2022,M06,203.345,,Food,,
CUUR0000SEFD01   ,2022,M07,207.114,,Food,,
CUUR0000SEFD01   ,2022,M08,206.427,,Food,,
CUUR0000SEFD01   ,2022,M09,208.163,,Food,,
CUUR0000SEFD01   ,2022,M10,207.547,,Food,,
CUUR0000SEFD01   ,2022,M11,202.07,,Food,,
CUUR0000SEFD01   ,2022,M12,198.95,,Food,,
CUUR0000SEFD01   ,2022,M13,202.794,,Food,196.618,3.14
CUUR0000SEFD01   ,2023,M01,199.108,,Food,196.697,1.23
CUUR0000SEFD01   ,2023,M02,196.192,,Food,198.545,-1.19
CUUR0000SEFD01   ,2023,M03,197.236,,Food,203.113,-2.89
CUUR0000SEFD01   ,2023,M04,194.709,,Food,204.937,-4.99
CUUR0000SEFD01   ,2023,M05,193.428,,Food,203.345,-4.88
CUUR0000SEFD01   ,2023,M06,191.581,,Food,207.114,-7.5
CUUR0000SEFD01   ,2023,M07,193.257,,Food,206.427,-6.38
CUUR0000SEFD01   ,2023,M08,196.62,,Food,208.163,-5.55
CUUR0000SEFD01   ,2023,M09,203.045,,Food,207.547,-2.17
CUUR0000SEFD01   ,2023,M10,206.245,,Food,202.07,2.07
CUUR0000SEFD01   ,2023,M11,199.762,,Food,198.95,0.41
CUUR0000SEFD01   ,2023,M12,197.316,,Food,202.794,-2.7
CUUR0000SEFD01   ,2023,M13,197.375,,Food,199.108,-0.87
CUUR0000SEFD01   ,2024,M01,196.563,,Food,196.192,0.19
CUUR0000SEFD01   ,2024,M02,195.282,,Food,197.236,-0.99
CUUR0000SEFD01   ,2024,M03,196.575,,Food,194.709,0.96
CUUR0000SEFD01   ,2024,M04,199.417,,Food,193.428,3.1
CUUR0000SEFD01   ,2024,M05,201.472,,Food,191.581,5.16
CUUR0000SEFD01   ,2024,M06,201.106,,Food,193.257,4.06
CUUR0000SEFD01   ,2024,M07,202.553,,Food,196.62,3.02
CUUR0000SEFD01   ,2024,M08,200.067,,Food,203.045,-1.47
CUUR0000SEFD01   ,2024,M09,204.238,,Food,206.245,-0.97
CUUR0000SEFD01   ,2024,M10,203.272,,Food,199.762,1.76
CUUR0000SEFD01   ,2024,M11,199.04,,Food,197.316,0.87
CUUR0000SEFD01   ,2024,M12,200.657,,Food,197.375,1.66
CUUR0000SEFD01   ,2024,M13,200.02,,Food,196.563,1.76
CUUR0000SEFD01   ,2025,M01,204.359,,Food,195.282,4.65
CUUR0000SEFD01   ,2025,M02,200.445,,Food,196.575,1.97
CUUR0000SEFD01   ,2025,M03,204.173,,Food,199.417,2.38
CUUR0000SEFD01   ,2025,M04,202.464,,Food,201.472,0.49
CUUR0000SEFD01   ,2025,M05,204.468,,Food,201.106,1.67
CUUR0000SEFD01   ,2025,M06,206.433,,Food,202.553,1.92
CUUR0000SEFD01   ,2025,M07,208.508,,Food,200.067,4.22
CUUR0000SEFD01   ,2025,M08,210.774,,Food,204.238,3.2
CUUR0000SEFD01   ,2025,M09,211.301,,Food,203.272,3.95
CUUR0000SEFD01   ,2025,M10,,X,Food,199.04,
CUUR0000SEFD01   ,2025,M11,203.98,,Food,200.657,1.66
CUUR0000SEFD01   ,2025,M12,200.172,,Food,200.02,0.08
CUUR0000SEFD01   ,2025,M13,205.189,,Food,204.359,0.41
CUUR0000SEFD02   ,2022,M01,231.335,,Food,,
CUUR0000SEFD02   ,2022,M02,237.715,,Food,,
CUUR0000SEFD02   ,2022,M03,243.372,,Food,,
CUUR0000SEFD02   ,2022,M04,233.085,,Food,,
CUUR0000SEFD02   ,2022,M05,238.086,,Food,,
CUUR0000SEFD02   ,2022,M06,246.139,,Food,,
CUUR0000SEFD02   ,2022,M07,244.618,,Food,,
CUUR0000SEFD02   ,2022,M08,250.704,,Food,,
CUUR0000SEFD02   ,2022,M09,255.643,,Food,,
CUUR0000SEFD02   ,2022,M10,257.469,,Food,,
CUUR0000SEFD02   ,2022,M11,249.744,,Food,,
CUUR0000SEFD02   ,2022,M12,235.809,,Food,,
CUUR0000SEFD02   ,2022,M13,243.643,,Food,231.335,5.32
CUUR0000SEFD02   ,2023,M01,248.034,,Food,237.715,4.34
CUUR0000SEFD02   ,2023,M02,257.342,,Food,243.372,5.74
CUUR0000SEFD02   ,2023,M03,253.624,,Food,233.085,8.81
CUUR0000SEFD02   ,2023,M04,248.335,,Food,238.086,4.3
CUUR0000SEFD02   ,2023,M05,257.632,,Food,246.139,4.67
CUUR0000SEFD02   ,2023,M06,257.682,,Food,244.618,5.34
CUUR0000SEFD02   ,2023,M07,258.679,,Food,250.704,3.18
CUUR0000SEFD02   ,2023,M08,260.056,,Food,255.643,1.73
CUUR0000SEFD02   ,2023,M09,257.954,,Food,257.469,0.19
CUUR0000SEFD02   ,2023,M10,258.64,,Food,249.744,3.56
CUUR0000SEFD02   ,2023,M11,247.732,,Food,235.809,5.06
CUUR0000SEFD02   ,2023,M12,241.709,,Food,243.643,-0.79
CUUR0000SEFD02   ,2023,M13,253.952,,Food,248.034,2.39
CUUR0000SEFD02   ,2024,M01,240.486,,Food,257.342,-6.55
CUUR0000SEFD02   ,2024,M02,245.713,,Food,253.624,-3.12
CUUR0000SEFD02   ,2024,M03,243.04,,Food,248.335,-2.13
CUUR0000SEFD02   ,2024,M04,239.999,,Food,257.632,-6.84
CUUR0000SEFD02   ,2024,M05,243.775,,Food,257.682,-5.4
CUUR0000SEFD02   ,2024,M06,246.658,,Food,258.679,-4.65
CUUR0000SEFD02   ,2024,M07,253.745,,Food,260.056,-2.43
CUUR0000SEFD02   ,2024,M08,252.732,,Food,257.954,-2.02
CUUR0000SEFD02   ,2024,M09,251.473,,Food,258.64,-2.77
CUUR0000SEFD02   ,2024,M10,253.389,,Food,247.732,2.28
CUUR0000SEFD02   ,2024,M11,253.432,,Food,241.709,4.85
CUUR0000SEFD02   ,2024,M12,247.219,,Food,253.952,-2.65
CUUR0000SEFD02   ,2024,M13,247.638,,Food,240.486,2.97
CUUR0000SEFD02   ,2025,M01,248.707,,Food,245.713,1.22
CUUR0000SEFD02   ,2025,M02,246.608,,Food,243.04,1.47
CUUR0000SEFD02   ,2025,M03,254.141,,Food,239.999,5.89
CUUR0000SEFD02   ,2025,M04,250.424,,Food,243.775,2.73
CUUR0000SEFD02   ,2025,M05,251.214,,Food,246.658,1.85
CUUR0000SEFD02   ,2025,M06,248.12,,Food,253.745,-2.22
CUUR0000SEFD02   ,2025,M07,258.243,,Food,252.732,2.18
CUUR0000SEFD02   ,2025,M08,247.887,,Food,251.473,-1.43
CUUR0000SEFD02   ,2025,M09,251.607,,Food,253.389,-0.7
CUUR0000SEFD02   ,2025,M10,,X,Food,253.432,
CUUR0000SEFD02   ,2025,M11,255.038,,Food,247.219,3.16
CUUR0000SEFD02   ,2025,M12,248.612,,Food,247.638,0.39
CUUR0000SEFD02   ,2025,M13,250.964,,Food,248.707,0.91
CUUR0000SEFD03   ,2022,M01,232.72,,Food,,
CUUR0000SEFD03   ,2022,M02,232.694,,Food,,
CUUR0000SEFD03   ,2022,M03,237.24,,Food,,
CUUR0000SEFD03   ,2022,M04,241.837,,Food,,
CUUR0000SEFD03   ,2022,M05,237.643,,Food,,
CUUR0000SEFD03   ,2022,M06,234.207,,Food,,
CUUR0000SEFD03   ,2022,M07,239.545,,Food,,
CUUR0000SEFD03   ,2022,M08,240.387,,Food,,
CUUR0000SEFD03   ,2022,M09,237.554,,Food,,
CUUR0000SEFD03   ,2022,M10,238.072,,Food,,
CUUR0000SEFD03   ,2022,M11,240.781,,Food,,
CUUR0000SEFD03   ,2022,M12,241.227,,Food,,
CUUR0000SEFD03   ,2022,M13,237.826,,Food,232.72,2.19
CUUR0000SEFD03   ,2023,M01,232.855,,Food,232.694,0.07
CUUR0000SEFD03   ,2023,M02,238.206,,Food,237.24,0.41
CUUR0000SEFD03   ,2023,M03,234.76,,Food,241.837,-2.93
CUUR0000SEFD03   ,2023,M04,236.125,,Food,237.643,-0.64
CUUR0000SEFD03   ,2023,M05,232.533,,Food,234.207,-0.71
CUUR0000SEFD03   ,2023,M06,233.532,,Food,239.545,-2.51
CUUR0000SEFD03   ,2023,M07,233.915,,Food,240.387,-2.69
CUUR0000SEFD03   ,2023,M08,241.15,,Food,237.554,1.51
CUUR0000SEFD03   ,2023,M09,239.949,,Food,238.072,0.79
CUUR0000SEFD03   ,2023,M10,248.324,,Food,240.781,3.13
CUUR0000SEFD03   ,2023,M11,242.457,,Food,241.227,0.51
CUUR0000SEFD03   ,2023,M12,240.258,,Food,237.826,1.02
CUUR0000SEFD03   ,2023,M13,237.839,,Food,232.855,2.14
CUUR0000SEFD03   ,2024,M01,241.303,,Food,238.206,1.3
CUUR0000SEFD03   ,2024,M02,233.08,,Food,234.76,-0.72
CUUR0000SEFD03   ,2024,M03,240.746,,Food,236.125,1.96
CUUR0000SEFD03   ,2024,M04,240.083,,Food,232.533,3.25
CUUR0000SEFD03   ,2024,M05,243.287,,Food,233.532,4.18
CUUR0000SEFD03   ,2024,M06,250.87,,Food,233.915,7.25
CUUR0000SEFD03   ,2024,M07,251.027,,Food,241.15,4.1
CUUR0000SEFD03   ,2024,M08,253.214,,Food,239.949,5.53
CUUR0000SEFD03   ,2024,M09,250.059,,Food,248.324,0.7
CUUR0000SEFD03   ,2024,M10,246.108,,Food,242.457,1.51
CUUR0000SEFD03   ,2024,M11,254.868,,Food,240.258,6.08
CUUR0000SEFD03   ,2024,M12,247.681,,Food,237.839,4.14
CUUR0000SEFD03   ,2024,M13,246.027,,Food,241.303,1.96
CUUR0000SEFD03   ,2025,M01,242.903,,Food,233.08,4.21
CUUR0000SEFD03   ,2025,M02,239.276,,Food,240.746,-0.61
CUUR0000SEFD03   ,2025,M03,245.283,,Food,240.083,2.17
CUUR0000SEFD03   ,2025,M04,241.461,,Food,243.287,-0.75
CUUR0000SEFD03   ,2025,M05,242.503,,Food,250.87,-3.34
CUUR0000SEFD03   ,2025,M06,245.568,,Food,251.027,-2.17
CUUR0000SEFD03   ,2025,M07,250.37,,Food,253.214,-1.12
CUUR0000SEFD03   ,2025,M08,247.121,,Food,250.059,-1.17
CUUR0000SEFD03   ,2025,M09,250.746,,Food,246.108,1.88
CUUR0000SEFD03   ,2025,M10,,X,Food,254.868,
CUUR0000SEFD03   ,2025,M11,238.776,,Food,247.681,-3.6
CUUR0000SEFD03   ,2025,M12,250.645,,Food,246.027,1.88
CUUR0000SEFD03   ,2025,M13,244.968,,Food,242.903,0.85
CUUR0000SEFD04   ,2022,M01,159.208,,Food,,
CUUR0000SEFD04   ,2022,M02,160.293,,Food,,
CUUR0000SEFD04   ,2022,M03,161.906,,Food,,
CUUR0000SEFD04   ,2022,M04,164.573,,Food,,
CUUR0000SEFD04   ,2022,M05,166.777,,Food,,
CUUR0000SEFD04   ,2022,M06,166.905,,Food,,
CUUR0000SEFD04   ,2022,M07,166.071,,Food,,
CUUR0000SEFD04   ,2022,M08,162.927,,Food,,
CUUR0000SEFD04   ,2022,M09,166.992,,Food,,
CUUR0000SEFD04   ,2022,M10,164.107,,Food,,
CUUR0000SEFD04   ,2022,M11,160.889,,Food,,
CUUR0000SEFD04   ,2022,M12,159.128,,Food,,
CUUR0000SEFD04   ,2022,M13,163.315,,Food,159.208,2.58
CUUR0000SEFD04   ,2023,M01,156.233,,Food,160.293,-2.53
CUUR0000SEFD04   ,2023,M02,157.716,,Food,161.906,-2.59
CUUR0000SEFD04   ,2023,M03,154.858,,Food,164.573,-5.9
CUUR0000SEFD04   ,2023,M04,156.0,,Food,166.777,-6.46
CUUR0000SEFD04   ,2023,M05,154.537,,Food,166.905,-7.41
CUUR0000SEFD04   ,2023,M06,151.262,,Food,166.071,-8.92
CUUR0000SEFD04   ,2023,M07,154.724,,Food,162.927,-5.03
CUUR0000SEFD04   ,2023,M08,158.218,,Food,166.992,-5.25
CUUR0000SEFD04   ,2023,M09,159.883,,Food,164.107,-2.57
CUUR0000SEFD04   ,2023,M10,163.091,,Food,160.889,1.37
CUUR0000SEFD04   ,2023,M11,160.978,,Food,159.128,1.16
CUUR0000SEFD04   ,2023,M12,159.032,,Food,163.315,-2.62
CUUR0000SEFD04   ,2023,M13,157.211,,Food,156.233,0.63
CUUR0000SEFD04   ,2024,M01,158.425,,Food,157.716,0.45
CUUR0000SEFD04   ,2024,M02,156.691,,Food,154.858,1.18
CUUR0000SEFD04   ,2024,M03,161.179,,Food,156.0,3.32
CUUR0000SEFD04   ,2024,M04,160.134,,Food,154.537,3.62
CUUR0000SEFD04   ,2024,M05,163.172,,Food,151.262,7.87
CUUR0000SEFD04   ,2024,M06,162.037,,Food,154.724,4.73
CUUR0000SEFD04   ,2024,M07,161.484,,Food,158.218,2.06
CUUR0000SEFD04   ,2024,M08,165.065,,Food,159.883,3.24
CUUR0000SEFD04   ,2024,M09,167.706,,Food,163.091,2.83
CUUR0000SEFD04   ,2024,M10,166.611,,Food,160.978,3.5
CUUR0000SEFD04   ,2024,M11,165.711,,Food,159.032,4.2
CUUR0000SEFD04   ,2024,M12,160.426,,Food,157.211,2.05
CUUR0000SEFD04   ,2024,M13,162.387,,Food,158.425,2.5
CUUR0000SEFD04   ,2025,M01,162.012,,Food,156.691,3.4
CUUR0000SEFD04   ,2025,M02,159.408,,Food,161.179,-1.1
CUUR0000SEFD04   ,2025,M03,162.829,,Food,160.134,1.68
CUUR0000SEFD04   ,2025,M04,160.068,,Food,163.172,-1.9
CUUR0000SEFD04   ,2025,M05,161.371,,Food,162.037,-0.41
CUUR0000SEFD04   ,2025,M06,160.697,,Food,161.484,-0.49
CUUR0000SEFD04   ,2025,M07,160.845,,Food,165.065,-2.56
CUUR0000SEFD04   ,2025,M08,164.277,,Food,167.706,-2.04
CUUR0000SEFD04   ,2025,M09,168.602,,Food,166.611,1.19
CUUR0000SEFD04   ,2025,M10,,X,Food,165.711,
CUUR0000SEFD04   ,2025,M11,169.255,,Food,160.426,5.5
CUUR0000SEFD04   ,2025,M12,163.483,,Food,162.387,0.67
CUUR0000SEFD04   ,2025,M13,162.986,,Food,162.012,0.6
CUUR0000SEFE     ,2022,M01,257.304,,Food,,
CUUR0000SEFE     ,2022,M02,261.316,,Food,,
CUUR0000SEFE     ,2022,M03,266.046,,Food,,
CUUR0000SEFE     ,2022,M04,271.91,,Food,,
CUUR0000SEFE     ,2022,M05,273.187,,Food,,
CUUR0000SEFE     ,2022,M06,275.958,,Food,,
CUUR0000SEFE     ,2022,M07,277.355,,Food,,
CUUR0000SEFE     ,2022,M08,277.081,,Food,,
CUUR0000SEFE     ,2022,M09,279.483,,Food,,
CUUR0000SEFE     ,2022,M10,287.753,,Food,,
CUUR0000SEFE     ,2022,M11,289.338,,Food,,
CUUR0000SEFE     ,2022,M12,291.034,,Food,,
CUUR0000SEFE     ,2022,M13,275.647,,Food,257.304,7.13
CUUR0000SEFE     ,2023,M01,285.678,,Food,261.316,9.32
CUUR0000SEFE     ,2023,M02,286.318,,Food,266.046,7.62
CUUR0000SEFE     ,2023,M03,289.421,,Food,271.91,6.44
CUUR0000SEFE     ,2023,M04,289.167,,Food,273.187,5.85
CUUR0000SEFE     ,2023,M05,286.944,,Food,275.958,3.98
CUUR0000SEFE     ,2023,M06,286.621,,Food,277.355,3.34
CUUR0000SEFE     ,2023,M07,288.748,,Food,277.081,4.21
CUUR0000SEFE     ,2023,M08,285.158,,Food,279.483,2.03
CUUR0000SEFE     ,2023,M09,286.707,,Food,287.753,-0.36
CUUR0000SEFE     ,2023,M10,290.419,,Food,289.338,0.37
CUUR0000SEFE     ,2023,M11,290.514,,Food,291.034,-0.18
CUUR0000SEFE     ,2023,M12,290.491,,Food,275.647,5.39
CUUR0000SEFE     ,2023,M13,288.016,,Food,285.678,0.82
CUUR0000SEFE     ,2024,M01,289.651,,Food,286.318,1.16
CUUR0000SEFE     ,2024,M02,288.901,,Food,289.421,-0.18
CUUR0000SEFE     ,2024,M03,289.812,,Food,289.167,0.22
CUUR0000SEFE     ,2024,M04,288.647,,Food,286.944,0.59
CUUR0000SEFE     ,2024,M05,289.778,,Food,286.621,1.1
CUUR0000SEFE     ,2024,M06,287.135,,Food,288.748,-0.56
CUUR0000SEFE     ,2024,M07,288.586,,Food,285.158,1.2
CUUR0000SEFE     ,2024,M08,288.834,,Food,286.707,0.74
CUUR0000SEFE     ,2024,M09,289.114,,Food,290.419,-0.45
CUUR0000SEFE     ,2024,M10,287.64,,Food,290.514,-0.99
CUUR0000SEFE     ,2024,M11,288.894,,Food,290.491,-0.55
CUUR0000SEFE     ,2024,M12,289.737,,Food,288.016,0.6
CUUR0000SEFE     ,2024,M13,288.894,,Food,289.651,-0.26
CUUR0000SEFE     ,2025,M01,287.494,,Food,288.901,-0.49
CUUR0000SEFE     ,2025,M02,285.741,,Food,289.812,-1.4
CUUR0000SEFE     ,2025,M03,286.387,,Food,288.647,-0.78
CUUR0000SEFE     ,2025,M04,289.893,,Food,289.778,0.04
CUUR0000SEFE     ,2025,M05,287.216,,Food,287.135,0.03
CUUR0000SEFE     ,2025,M06,287.157,,Food,288.586,-0.5
CUUR0000SEFE     ,2025,M07,288.707,,Food,288.834,-0.04
CUUR0000SEFE     ,2025,M08,292.588,,Food,289.114,1.2
CUUR0000SEFE     ,2025,M09,302.493,,Food,287.64,5.16
CUUR0000SEFE     ,2025,M10,,X,Food,288.894,
CUUR0000SEFE     ,2025,M11,303.875,,Food,289.737,4.88
CUUR0000SEFE     ,2025,M12,304.594,,Food,288.894,5.43
CUUR0000SEFE     ,2025,M13,292.377,,Food,287.494,1.7
CUUR0000SEFF     ,2022,M01,269.905,,Food,,
CUUR0000SEFF     ,2022,M02,274.557,,Food,,
CUUR0000SEFF     ,2022,M03,278.705,,Food,,
CUUR0000SEFF     ,2022,M04,286.935,,Food,,
CUUR0000SEFF     ,2022,M05,295.666,,Food,,
CUUR0000SEFF     ,2022,M06,300.207,,Food,,
CUUR0000SEFF     ,2022,M07,303.876,,Food,,
CUUR0000SEFF     ,2022,M08,306.399,,Food,,
CUUR0000SEFF     ,2022,M09,308.372,,Food,,
CUUR0000SEFF     ,2022,M10,305.016,,Food,,
CUUR0000SEFF     ,2022,M11,302.432,,Food,,
CUUR0000SEFF     ,2022,M12,300.49,,Food,,
CUUR0000SEFF     ,2022,M13,294.38,,Food,269.905,9.07
CUUR0000SEFF     ,2023,M01,300.213,,Food,274.557,9.34
CUUR0000SEFF     ,2023,M02,300.64,,Food,278.705,7.87
CUUR0000SEFF     ,2023,M03,299.538,,Food,286.935,4.39
CUUR0000SEFF     ,2023,M04,301.343,,Food,295.666,1.92
CUUR0000SEFF     ,2023,M05,301.812,,Food,300.207,0.53
CUUR0000SEFF     ,2023,M06,304.357,,Food,303.876,0.16
CUUR0000SEFF     ,2023,M07,303.121,,Food,306.399,-1.07
CUUR0000SEFF     ,2023,M08,306.096,,Food,308.372,-0.74
CUUR0000SEFF     ,2023,M09,307.23,,Food,305.016,0.73
CUUR0000SEFF     ,2023,M10,308.281,,Food,302.432,1.93
CUUR0000SEFF     ,2023,M11,305.387,,Food,300.49,1.63
CUUR0000SEFF     ,2023,M12,304.193,,Food,294.38,3.33
CUUR0000SEFF     ,2023,M13,303.518,,Food,300.213,1.1
CUUR0000SEFF     ,2024,M01,305.187,,Food,300.64,1.51
CUUR0000SEFF     ,2024,M02,301.281,,Food,299.538,0.58
CUUR0000SEFF     ,2024,M03,305.746,,Food,301.343,1.46
CUUR0000SEFF     ,2024,M04,304.054,,Food,301.812,0.74
CUUR0000SEFF     ,2024,M05,305.357,,Food,304.357,0.33
CUUR0000SEFF     ,2024,M06,305.323,,Food,303.121,0.73
CUUR0000SEFF     ,2024,M07,305.836,,Food,306.096,-0.08
CUUR0000SEFF     ,2024,M08,308.907,,Food,307.23,0.55
CUUR0000SEFF     ,2024,M09,308.669,,Food,308.281,0.13
CUUR0000SEFF     ,2024,M10,308.363,,Food,305.387,0.97
CUUR0000SEFF     ,2024,M11,306.669,,Food,304.193,0.81
CUUR0000SEFF     ,2024,M12,307.108,,Food,303.518,1.18
CUUR0000SEFF     ,2024,M13,306.042,,Food,305.187,0.28
CUUR0000SEFF     ,2025,M01,306.298,,Food,301.281,1.67
CUUR0000SEFF     ,2025,M02,305.256,,Food,305.746,-0.16
CUUR0000SEFF     ,2025,M03,308.498,,Food,304.054,1.46
CUUR0000SEFF     ,2025,M04,311.422,,Food,305.357,1.99
CUUR0000SEFF     ,2025,M05,313.02,,Food,305.323,2.52
CUUR0000SEFF     ,2025,M06,315.693,,Food,305.836,3.22
CUUR0000SEFF     ,2025,M07,315.235,,Food,308.907,2.05
CUUR0000SEFF     ,2025,M08,314.008,,Food,308.669,1.73
CUUR0000SEFF     ,2025,M09,313.126,,Food,308.363,1.54
CUUR0000SEFF     ,2025,M10,,X,Food,306.669,
CUUR0000SEFF     ,2025,M11,310.592,,Food,307.108,1.13
CUUR0000SEFF     ,2025,M12,311.509,,Food,306.042,1.79
CUUR0000SEFF     ,2025,M13,311.332,,Food,306.298,1.64
CUUR0000SEFF01   ,2022,M01,174.096,,Food,,
CUUR0000SEFF01   ,2022,M02,177.293,,Food,,
CUUR0000SEFF01   ,2022,M03,179.99,,Food,,
CUUR0000SEFF01   ,2022,M04,186.18,,Food,,
CUUR0000SEFF01   ,2022,M05,191.275,,Food,,
CUUR0000SEFF01   ,2022,M06,194.465,,Food,,
CUUR0000SEFF01   ,2022,M07,197.109,,Food,,
CUUR0000SEFF01   ,2022,M08,198.1,,Food,,
CUUR0000SEFF01   ,2022,M09,199.087,,Food,,
CUUR0000SEFF01   ,2022,M10,196.431,,Food,,
CUUR0000SEFF01   ,2022,M11,194.861,,Food,,
CUUR0000SEFF01   ,2022,M12,193.655,,Food,,
CUUR0000SEFF01   ,2022,M13,190.212,,Food,174.096,9.26
CUUR0000SEFF01   ,2023,M01,192.413,,Food,177.293,8.53
CUUR0000SEFF01   ,2023,M02,192.83,,Food,179.99,7.13
