category,year,month,mean_value,mean_cpi_yoy,series_count,year_month,mean_value_lag1,mean_value_lag12,mean_cpi_yoy_lag1,mean_cpi_yoy_roll3,mean_cpi_yoy_roll6,avg_mfn_rate,median_mfn_rate,codes_with_tariffs,avg_mfn_rate_missing,avg_mfn_rate_lag1,mean_value_missing,mean_cpi_yoy_missing
Apparel,2024,4,130.45690000000002,1.0382,50,2024-04-01,129.69356578947367,129.27606,0.8508,-0.3417333333333333,0.8079333333333333,0.0,0.0,1580.0,0,0.0,0,0
Apparel,2024,5,129.82872,0.708,50,2024-05-01,130.45690000000002,129.4501,1.0382,0.5106,0.3382666666666667,0.0,0.0,1580.0,0,0.0,0,0
Apparel,2024,6,129.83808,1.0144,50,2024-06-01,129.82872,129.13495999999998,0.708,0.8656666666666667,0.10266666666666668,0.0,0.0,1580.0,0,0.0,0,0
Apparel,2024,7,128.5654,-0.9617999999999999,50,2024-07-01,129.83808,128.6887,1.0144,0.9202,0.28923333333333334,0.0,0.0,1580.0,0,0.0,0,0
Apparel,2024,8,129.12538,-1.0112,50,2024-08-01,128.5654,129.635,-0.9617999999999999,0.25353333333333333,0.3820666666666667,0.0,0.0,1580.0,0,0.0,0,0
Apparel,2024,9,131.70376,1.6674,50,2024-09-01,129.12538,129.65248,-1.0112,-0.31953333333333334,0.27306666666666674,0.0,0.0,1580.0,0,0.0,0,0
Apparel,2024,10,130.39594,2.156,50,2024-10-01,131.70376,129.6497,1.6674,-0.10186666666666662,0.4091666666666667,0.0,0.0,1580.0,0,0.0,0,0
Apparel,2024,11,128.86804,2.2194,50,2024-11-01,130.39594,126.90737999999999,2.156,0.9373999999999999,0.5954666666666667,0.0,0.0,1580.0,0,0.0,0,0
Apparel,2024,12,128.01986,-0.483,50,2024-12-01,128.86804,125.93888000000001,2.2194,2.0142666666666664,0.8473666666666667,0.0,0.0,1580.0,0,0.0,0,0
Apparel,2025,1,128.3561052631579,-0.935,76,2025-01-01,128.01986,127.79365789473684,-0.483,1.2974666666666665,0.5978000000000001,,,,1,0.0,0,0
Apparel,2025,2,129.95276315789474,0.24820000000000003,76,2025-02-01,128.3561052631579,128.84781578947369,-0.935,0.2671333333333331,0.6022666666666667,,,,1,0.0,0,0
Apparel,2025,3,130.6729342105263,0.858,76,2025-03-01,129.95276315789474,129.69356578947367,0.24820000000000003,-0.3899333333333335,0.8121666666666667,,,,1,0.0,0,0
Apparel,2025,4,130.248,0.11280000000000003,50,2025-04-01,130.6729342105263,130.45690000000002,0.858,0.05706666666666649,0.6772666666666667,,,,1,0.0,0,0
Apparel,2025,5,129.20141999999998,-0.2634,50,2025-05-01,130.248,129.82872,0.11280000000000003,0.40633333333333316,0.3367333333333334,,,,1,0.0,0,0
Apparel,2025,6,129.33824,0.5808,50,2025-06-01,129.20141999999998,129.83808,-0.2634,0.2357999999999998,-0.0770666666666666,,,,1,0.0,0,0
Apparel,2025,7,128.7815,-0.551,50,2025-07-01,129.33824,128.5654,0.5808,0.14339999999999983,0.1002333333333334,,,,1,0.0,0,0
Apparel,2025,8,131.03396,-0.313,50,2025-08-01,128.7815,129.12538,-0.551,-0.07786666666666686,0.1642333333333334,,,,1,0.0,0,0
Apparel,2025,9,133.0208,1.6962000000000002,50,2025-09-01,131.03396,131.70376,-0.313,-0.09440000000000019,0.07070000000000005,,,,1,0.0,0,0
Apparel,2025,10,,,50,2025-10-01,133.0208,130.39594,1.6962000000000002,0.27739999999999987,0.21040000000000011,,,,1,0.0,1,1
Apparel,2025,11,130.2063,1.594,50,2025-11-01,,128.86804,,0.6915999999999998,0.22992000000000012,,,,1,0.0,0,0
Apparel,2025,12,129.55466,-0.6043999999999999,50,2025-12-01,130.2063,128.01986,1.594,1.6450999999999998,0.6014000000000002,,,,1,0.0,0,0
Commodities Services Special,2022,1,248.91602512562812,,199,2022-01-01,,,,,,,,,1,,0,1
Commodities Services Special,2022,2,252.77745226130654,,199,2022-02-01,248.91602512562812,,,,,,,,1,,0,1
Commodities Services Special,2022,3,256.35162311557787,,199,2022-03-01,252.77745226130654,,,,,,,,1,,0,1
Commodities Services Special,2022,4,257.1559827586207,,116,2022-04-01,256.35162311557787,,,,,,,,1,,0,1
Commodities Services Special,2022,5,261.9887586206897,,116,2022-05-01,257.1559827586207,,,,,,,,1,,0,1
Commodities Services Special,2022,6,268.43577586206897,,116,2022-06-01,261.9887586206897,,,,,,,,1,,0,1
Commodities Services Special,2022,7,265.14791379310344,,116,2022-07-01,268.43577586206897,,,,,,,,1,,0,1
Commodities Services Special,2022,8,261.1199224137931,,116,2022-08-01,265.14791379310344,,,,,,,,1,,0,1
Commodities Services Special,2022,9,260.33289655172416,,116,2022-09-01,261.1199224137931,,,,,,,,1,,0,1
Commodities Services Special,2022,10,262.3347327586207,,116,2022-10-01,260.33289655172416,,,,,,,,1,,0,1
Commodities Services Special,2022,11,261.38914655172414,,116,2022-11-01,262.3347327586207,,,,,,,,1,,0,1
Commodities Services Special,2022,12,257.38092241379314,,116,2022-12-01,261.38914655172414,,,,,,,,1,,0,1
Commodities Services Special,2023,1,259.92820100502513,4.435431034482758,199,2023-01-01,257.38092241379314,248.91602512562812,,,,0.0,0.0,1074.0,0,,0,0
Commodities Services Special,2023,2,262.355959798995,2.5191379310344826,199,2023-02-01,259.92820100502513,252.77745226130654,4.435431034482758,4.435431034482758,4.435431034482758,0.0,0.0,1074.0,0,,0,0
Commodities Services Special,2023,3,261.76524120603017,1.7952586206896552,199,2023-03-01,262.355959798995,256.35162311557787,2.5191379310344826,3.4772844827586207,3.4772844827586207,0.0,0.0,1074.0,0,,0,0
Commodities Services Special,2023,4,263.71915517241376,1.2274137931034483,116,2023-04-01,261.76524120603017,257.1559827586207,1.7952586206896552,2.9166091954022986,2.9166091954022986,0.0,0.0,1074.0,0,,0,0
Commodities Services Special,2023,5,263.5942068965517,-0.6157758620689656,116,2023-05-01,263.71915517241376,261.9887586206897,1.2274137931034483,1.8472701149425286,2.494310344827586,0.0,0.0,1074.0,0,,0,0
Commodities Services Special,2023,6,264.38943103448275,-0.2736206896551724,116,2023-06-01,263.5942068965517,268.43577586206897,-0.6157758620689656,0.8022988505747127,1.872293103448276,0.0,0.0,1074.0,0,,0,0
Commodities Services Special,2023,7,264.75302586206897,0.9532758620689655,116,2023-07-01,264.38943103448275,265.14791379310344,-0.2736206896551724,0.11267241379310344,1.5146408045977011,0.0,0.0,1074.0,0,,0,0
Commodities Services Special,2023,8,267.64116379310343,2.487931034482759,116,2023-08-01,264.75302586206897,261.1199224137931,0.9532758620689655,0.02129310344827584,0.9342816091954024,0.0,0.0,1074.0,0,,0,0
Commodities Services Special,2023,9,268.84236206896554,2.3438793103448274,116,2023-09-01,267.64116379310343,260.33289655172416,2.487931034482759,1.0558620689655174,0.9290804597701149,0.0,0.0,1074.0,0,,0,0
Commodities Services Special,2023,10,267.51256896551723,2.0713793103448275,116,2023-10-01,268.84236206896554,262.3347327586207,2.3438793103448274,1.928362068965517,1.0205172413793104,0.0,0.0,1074.0,0,,0,0
Commodities Services Special,2023,11,265.3549655172414,2.483793103448276,116,2023-11-01,267.51256896551723,261.38914655172414,2.0713793103448275,2.3010632183908046,1.1611781609195402,0.0,0.0,1074.0,0,,0,0
Commodities Services Special,2023,12,263.9990344827586,1.4995689655172413,116,2023-12-01,265.3549655172414,257.38092241379314,2.483793103448276,2.2996839080459766,1.6777729885057473,0.0,0.0,1074.0,0,,0,0
Commodities Services Special,2024,1,265.5459095477387,0.9704310344827586,199,2024-01-01,263.9990344827586,259.92820100502513,1.4995689655172413,2.0182471264367816,1.9733045977011494,0.0,0.0,1073.0,0,0.0,0,0
Commodities Services Special,2024,2,267.0839246231156,1.521551724137931,199,2024-02-01,265.5459095477387,262.355959798995,0.9704310344827586,1.6512643678160919,1.9761637931034484,0.0,0.0,1073.0,0,0.0,0,0
Commodities Services Special,2024,3,268.47143216080406,1.8845689655172413,199,2024-03-01,267.0839246231156,261.76524120603017,1.521551724137931,1.33051724137931,1.8151005747126439,0.0,0.0,1073.0,0,0.0,0,0
