hs_code,cpi_category
40101290,Housing
40101910,Food
40101950,Housing
40101955,Housing
40101980,Housing
40101991,Apparel
40103130,Housing
40103160,Housing
40103230,Housing
40103260,Housing
40103330,Housing
40103360,Housing
40103430,Housing
40103460,Housing
40103530,Food
40103541,Housing
40103545,Transportation
40103550,Housing
40103590,Housing
40103630,Food
40103641,Transportation
40103645,Transportation
40103650,Housing
40103690,Housing
40103910,Housing
40103920,Housing
40103930,Food
40103941,Housing
40103945,Housing
40103950,Housing
40103990,Housing
4011000,Food
40111010,Transportation
40111050,Transportation
40112010,Transportation
40112050,Transportation
40113000,Transportation
40114000,Transportation
40115000,Transportation
40117000,Transportation
40118010,Transportation
40118020,Transportation
40118080,Transportation
40119010,Transportation
40119020,Transportation
40119080,Transportation
4012020,Food
4012040,Food
40121140,Transportation
40121180,Transportation
40121240,Transportation
40121280,Transportation
40121300,Transportation
40121920,Transportation
40121940,Transportation
40121980,Transportation
40122010,Transportation
40122015,Transportation
40122045,Transportation
40122060,Transportation
40122080,Transportation
40129010,Transportation
40129030,Other
40129045,Transportation
40129070,Other
40129090,Transportation
40131000,Transportation
40132000,Other
40139010,Transportation
40139050,Transportation
4014002,Food
4014005,Food
4014025,Food
40141000,Other
40149010,Other
40149050,Medical
4015002,Food
4015005,Food
4015025,Food
4015042,Food
4015050,Food
4015075,Food
40151210,Apparel
40151290,Apparel
40151911,Apparel
40151951,Apparel
40159000,Apparel
40161000,Other
40169100,Other
40169200,Other
40169310,Transportation
40169350,Transportation
40169400,Other
40169500,Other
40169903,Commodities Services Special
40169905,Other
40169910,Other
40169915,Other
40169920,Other
40169930,Transportation
40169935,Transportation
40169955,Other
40169960,Other
40170000,Other
4021005,Food
4021010,Food
4021050,Food
4022102,Food
4022105,Food
4022125,Food
4022127,Food
4022130,Food
4022150,Food
4022173,Food
4022175,Food
4022190,Food
4022905,Food
4022910,Food
4022950,Food
4029103,Food
4029106,Food
4029110,Food
4029130,Food
4029170,Food
4029190,Food
4029903,Food
4029906,Food
4029910,Food
4029930,Food
4029945,Food
4029955,Food
4029968,Food
4029970,Food
4029990,Food
4032005,Food
4032010,Food
4032050,Food
4032090,Food
4039002,Other
4039004,Other
4039016,Other
4039020,Food
4039037,Other
4039041,Other
4039045,Other
4039047,Other
4039051,Other
4039055,Other
4039057,Other
4039061,Other
4039065,Other
4039072,Other
4039074,Other
4039078,Other
4039085,Food
4039087,Food
4039090,Food
4039095,Food
4041005,Other
4041008,Other
4041011,Other
4041015,Other
4041020,Other
4041048,Other
4041050,Other
4041090,Other
4049010,Food
4049028,Food
4049030,Food
4049050,Food
4049070,Food
4051005,Other
4051010,Other
4051020,Other
4052010,Food
4052020,Food
4052030,Food
4052040,Food
4052050,Food
4052060,Food
4052070,Food
4052080,Food
4059005,Food
4059010,Food
4059020,Food
4061002,Food
4061004,Food
4061008,Food
4061012,Food
4061014,Food
4061018,Food
4061024,Food
4061028,Food
4061034,Food
4061038,Food
4061044,Food
4061048,Food
4061054,Food
4061058,Food
4061064,Food
4061068,Food
4061074,Food
4061078,Food
4061084,Food
4061088,Food
4061095,Food
4062010,Food
4062015,Food
4062022,Food
4062024,Food
4062028,Food
4062029,Food
4062031,Food
4062033,Food
4062034,Food
4062036,Food
4062039,Food
4062043,Food
4062044,Food
4062048,Food
4062049,Food
4062051,Food
4062053,Food
4062054,Food
4062055,Food
4062056,Food
4062057,Food
4062061,Food
4062063,Food
4062065,Food
4062067,Food
4062069,Food
4062071,Food
4062073,Food
4062075,Food
4062077,Food
4062079,Food
4062081,Food
4062083,Food
4062085,Food
4062087,Food
4062089,Food
4062091,Food
4062095,Food
4063005,Food
4063012,Food
4063014,Food
4063018,Food
4063022,Food
4063024,Food
4063028,Food
4063032,Food
4063034,Food
4063038,Food
4063042,Food
4063044,Food
4063048,Food
4063049,Food
4063051,Food
4063053,Food
4063055,Food
4063056,Food
4063057,Food
4063061,Food
4063063,Food
4063065,Food
4063067,Food
4063069,Food
4063071,Food
4063073,Food
4063075,Food
4063077,Food
4063079,Food
4063081,Food
4063083,Food
4063085,Food
4063087,Food
4063089,Food
4063091,Food
4063095,Food
4064020,Food
4064040,Food
4064044,Food
4064048,Food
4064051,Food
4064052,Food
4064054,Food
4064058,Food
4064070,Food
4069005,Food
4069006,Food
4069008,Food
4069012,Food
4069014,Food
4069016,Food
4069018,Food
4069020,Food
4069025,Food
4069028,Food
4069031,Food
4069032,Food
4069033,Food
4069034,Food
4069036,Food
4069037,Food
4069038,Food
4069039,Food
4069041,Food
4069042,Food
4069043,Food
4069044,Food
4069046,Food
4069048,Food
4069049,Food
4069051,Food
4069052,Food
4069054,Food
4069056,Food
4069057,Food
4069059,Food
4069061,Food
4069063,Food
4069066,Food
4069068,Food
4069072,Food
4069074,Food
4069076,Food
4069078,Food
4069082,Food
4069084,Food
4069086,Food
4069088,Food
4069090,Food
4069092,Food
4069093,Food
4069094,Food
4069095,Food
4069097,Food
4069099,Food
4071100,Food
4071900,Food
4072100,Food
4072900,Food
4079000,Food
4081100,Food
4081900,Food
4089100,Food
4089900,Food
4090000,Other
4101000,Other
41012010,Other
41012020,Other
41012030,Other
41012035,Other
41012040,Food
41012050,Food
41012070,Other
41015010,Other
41015020,Other
41015030,Other
41015035,Other
41015040,Food
41015050,Food
41015070,Other
41019010,Other
41019035,Other
41019040,Food
41019050,Food
41019070,Other
41021010,Apparel
41021020,Food
41021030,Food
41022100,Apparel
41022910,Apparel
41022920,Food
41022930,Food
41032010,Housing
41032020,Food
41032030,Food
41033010,Other
41033020,Other
41039011,Other
41039012,Food
41039013,Food
41039020,Other
41041110,Apparel
41041120,Apparel
41041130,Food
41041140,Food
41041150,Food
41041910,Apparel
41041920,Apparel
41041930,Other
41041940,Other
41041950,Other
41044110,Apparel
41044120,Apparel
41044130,Food
41044140,Food
41044150,Food
41044910,Apparel
41044920,Apparel
41044930,Other
41044940,Other
41044950,Other
41051010,Apparel
41051090,Apparel
41053000,Apparel
41062110,Other
41062190,Other
41062200,Other
41063110,Other
41063190,Other
41063200,Other
41064000,Housing
41069100,Other
41069200,Other
41071110,Food
41071120,Food
41071130,Food
41071140,Food
41071150,Food
41071160,Food
41071170,Food
41071180,Food
41071210,Food
41071220,Food
41071230,Food
41071240,Food
41071250,Food
41071260,Food
41071270,Food
41071280,Food
41071910,Apparel
41071920,Apparel
41071930,Apparel
41071940,Food
41071950,Apparel
41071960,Apparel
41071970,Apparel
41071980,Apparel
41079140,Food
41079150,Food
41079160,Food
41079170,Food
41079180,Food
41079240,Food
41079250,Food
41079260,Food
41079270,Food
41079280,Food
41079940,Food
41079950,Apparel
41079960,Apparel
41079970,Apparel
41079980,Apparel
4109000,Other
41120030,Apparel
41120060,Apparel
41131030,Apparel
41131060,Apparel
41132000,Apparel
41133030,Housing
41133060,Housing
41139030,Apparel
41139060,Apparel
41141000,Apparel
41142030,Apparel
41142040,Apparel
41142070,Apparel
41151000,Apparel
41152000,Apparel
42010030,Medical
42010060,Other
42021100,Apparel
42021221,Other
42021229,Other
42021240,Apparel
42021260,Apparel
42021281,Other
42021289,Housing
42021900,Other
42022130,Housing
42022160,Apparel
42022190,Apparel
42022215,Commodities Services Special
42022235,Housing
42022240,Housing
42022245,Apparel
42022260,Apparel
42022270,Apparel
42022281,Other
42022289,Housing
42022910,Apparel
42022920,Housing
42022950,Apparel
42022990,Other
42023130,Housing
42023160,Transportation
42023210,Transportation
42023220,Transportation
42023240,Transportation
42023280,Food
42023285,Transportation
42023291,Transportation
42023293,Transportation
42023299,Housing
42023910,Transportation
42023920,Housing
42023950,Transportation
42023990,Transportation
42029110,Apparel
42029190,Apparel
42029204,Food
42029208,Food
42029210,Food
42029215,Apparel
42029220,Food
42029231,Housing
42029233,Housing
42029239,Housing
42029245,Commodities Services Special
42029250,Housing
42029260,Apparel
42029291,Housing
42029293,Housing
42029294,Other
42029297,Commodities Services Special
42029910,Apparel
42029920,Housing
42029930,Housing
42029950,Housing
42029990,Other
42031020,Housing
42031040,Apparel
42032120,Apparel
42032140,Apparel
42032155,Apparel
42032160,Apparel
42032170,Apparel
42032180,Apparel
42032905,Apparel
42032908,Apparel
42032915,Apparel
42032918,Apparel
42032920,Apparel
42032930,Apparel
42032940,Apparel
42032950,Apparel
42033000,Apparel
42034030,Housing
42034060,Apparel
42050005,Apparel
42050010,Apparel
42050020,Apparel
42050040,Apparel
42050060,Housing
42050080,Housing
42060013,Medical
42060019,Other
42060090,Apparel
43011000,Other
43013000,Transportation
43016030,Commodities Services Special
43016060,Commodities Services Special
43018002,Other
43019000,Commodities Services Special
43021100,Apparel
43021913,Transportation
43021915,Apparel
43021930,Apparel
43021945,Apparel
43021955,Apparel
43021960,Apparel
43021975,Apparel
43022030,Apparel
43022060,Apparel
43022090,Apparel
43023000,Apparel
43031000,Apparel
43039000,Other
43040000,Other
44011100,Housing
44011200,Housing
44012100,Housing
44012200,Housing
44013100,Housing
44013200,Housing
44013920,Other
44013942,Housing
44014100,Other
44014900,Housing
44021000,Housing
44022000,Housing
44029001,Housing
44031100,Housing
44031200,Housing
44032101,Housing
44032201,Housing
44032301,Housing
44032401,Housing
44032501,Housing
44032601,Housing
44034100,Housing
44034200,Food
44034902,Food
44039100,Housing
44039301,Housing
44039401,Housing
44039501,Housing
44039601,Housing
44039700,Housing
44039800,Housing
44039901,Housing
44041000,Housing
44042000,Housing
44050000,Housing
44061100,Housing
44061200,Housing
44069100,Housing
44069200,Housing
44071100,Housing
44071200,Housing
44071300,Housing
44071400,Housing
44071900,Housing
44072100,Housing
44072200,Housing
44072301,Food
44072500,Housing
44072600,Housing
44072700,Housing
44072800,Housing
44072902,Housing
44079100,Housing
44079200,Housing
44079300,Housing
44079400,Housing
44079500,Housing
44079600,Housing
44079700,Housing
44079902,Housing
44081001,Housing
44083101,Housing
44083902,Housing
44089001,Housing
44091005,Housing
44091010,Housing
44091020,Housing
44091040,Housing
44091045,Housing
44091050,Housing
44091060,Housing
44091065,Housing
44091090,Housing
44092105,Housing
44092190,Commodities Services Special
44092205,Housing
44092210,Housing
44092225,Housing
44092240,Housing
44092250,Housing
44092260,Housing
44092265,Housing
44092290,Housing
44092906,Housing
44092911,Housing
44092926,Housing
44092941,Housing
44092951,Housing
44092961,Housing
44092966,Housing
44092991,Housing
44101100,Housing
44101200,Housing
44101900,Housing
44109000,Housing
44111210,Other
44111220,Other
44111230,Other
44111260,Transportation
44111290,Other
44111310,Other
44111320,Other
44111330,Other
44111360,Transportation
44111390,Other
44111410,Other
44111420,Commodities Services Special
44111430,Commodities Services Special
44111460,Transportation
44111490,Other
44119210,Other
44119220,Transportation
44119230,Other
44119240,Other
44119310,Other
44119320,Commodities Services Special
44119330,Commodities Services Special
44119360,Transportation
44119390,Other
44119400,Other
44121005,Housing
44121090,Housing
44123106,Housing
44123126,Housing
44123142,Housing
44123145,Housing
44123148,Housing
44123152,Housing
44123161,Housing
44123192,Housing
44123306,Housing
44123326,Housing
44123332,Housing
44123357,Housing
44123426,Housing
44123432,Housing
44123457,Housing
44123910,Housing
44123930,Housing
44123940,Housing
44123950,Housing
44124100,Housing
44124200,Housing
44124900,Housing
44125110,Housing
44125131,Housing
44125141,Housing
44125151,Housing
44125210,Housing
44125231,Housing
44125241,Housing
44125251,Housing
44125960,Housing
44125970,Housing
44125980,Housing
44125990,Housing
44125995,Housing
44129106,Housing
44129110,Housing
44129131,Housing
44129141,Housing
44129151,Housing
44129207,Housing
44129211,Housing
44129231,Housing
44129242,Housing
44129252,Housing
44129958,Housing
44129961,Housing
44129971,Housing
44129981,Housing
44129991,Housing
44129997,Housing
44130000,Housing
44141000,Housing
44149000,Housing
44151030,Housing
44151060,Food
44151090,Housing
44152040,Food
44152080,Food
44160030,Housing
44160060,Housing
44160090,Housing
44170020,Housing
44170040,Housing
44170060,Housing
44170080,Housing
44181100,Housing
44181900,Housing
44182140,Housing
44182180,Housing
44182940,Housing
44182980,Housing
44183001,Housing
44184000,Housing
44185000,Housing
44187310,Other
44187320,Other
44187330,Other
44187340,Other
44187360,Other
44187370,Other
44187390,Other
44187410,Housing
44187420,Housing
44187490,Housing
44187540,Housing
44187570,Housing
44187901,Housing
44188100,Transportation
44188200,Transportation
44188300,Transportation
44188900,Transportation
44189110,Housing
44189191,Housing
44189200,Housing
44189910,Housing
44189991,Housing
44191100,Food
44191200,Other
44191910,Other
44191990,Food
44192010,Housing
44192090,Housing
44199011,Housing
44199091,Housing
44201100,Housing
44201900,Housing
44209020,Housing
44209045,Housing
44209065,Housing
44209080,Housing
44211000,Housing
44212010,Other
44212020,Housing
44219110,Housing
44219120,Housing
44219130,Housing
44219140,Housing
44219150,Other
44219160,Other
44219170,Other
44219180,Other
44219185,Other
44219188,Other
44219193,Other
44219194,Housing
44219198,Other
44219910,Housing
44219915,Housing
44219920,Housing
44219930,Housing
44219940,Housing
44219950,Housing
44219960,Housing
44219970,Housing
44219980,Housing
44219985,Housing
44219988,Housing
44219993,Housing
44219994,Housing
44219998,Housing
45011000,Other
45019020,Other
45019040,Other
45020000,Other
45031020,Other
45031030,Other
45031040,Other
45031060,Other
45039020,Other
45039040,Other
45039060,Other
45041010,Other
45041020,Apparel
45041030,Other
45041040,Other
45041045,Other
45041047,Other
45041050,Housing
45049000,Other
46012140,Commodities Services Special
46012180,Other
46012190,Commodities Services Special
46012240,Commodities Services Special
46012280,Other
46012290,Commodities Services Special
46012940,Commodities Services Special
46012960,Food
46012980,Other
46012990,Commodities Services Special
46019205,Commodities Services Special
46019220,Commodities Services Special
46019301,Commodities Services Special
46019305,Commodities Services Special
46019320,Commodities Services Special
46019405,Food
46019420,Housing
46019440,Food
46019905,Food
46019990,Food
46021105,Food
46021107,Other
46021109,Other
46021121,Other
46021135,Other
46021145,Other
46021205,Food
46021214,Other
46021216,Other
46021223,Transportation
46021225,Other
46021235,Other
46021245,Other
46021905,Food
46021912,Other
46021914,Other
46021916,Other
46021917,Food
46021918,Food
46021922,Other
46021923,Transportation
46021925,Other
46021929,Commodities Services Special
46021935,Housing
46021945,Housing
46021960,Food
46021980,Food
46029000,Commodities Services Special
47010000,Housing
47020000,Housing
47031100,Housing
47031900,Housing
47032100,Housing
47032900,Housing
47041100,Housing
47041900,Housing
47042100,Housing
47042900,Housing
47050000,Housing
47061000,Apparel
47062000,Other
47063000,Other
47069100,Apparel
47069201,Apparel
47069301,Apparel
47071000,Other
47072000,Other
47073000,Other
47079000,Other
48010001,Other
48021000,Other
48022010,Other
48022020,Apparel
48022040,Apparel
48024000,Other
48025410,Commodities Services Special
48025420,Other
48025431,Transportation
48025450,Other
48025461,Transportation
48025510,Commodities Services Special
48025520,Other
48025530,Other
48025540,Other
48025560,Other
48025570,Commodities Services Special
48025610,Commodities Services Special
48025620,Other
48025630,Other
48025640,Other
48025660,Other
48025670,Commodities Services Special
48025710,Commodities Services Special
48025720,Other
48025730,Other
48025740,Other
48025810,Commodities Services Special
48025820,Other
48025850,Other
48025860,Commodities Services Special
48026110,Commodities Services Special
48026120,Other
48026131,Other
48026150,Other
48026160,Commodities Services Special
48026210,Commodities Services Special
48026220,Other
48026230,Other
48026250,Other
48026261,Other
48026910,Commodities Services Special
48026920,Other
48026930,Other
48030020,Other
48030040,Transportation
48041100,Apparel
48041900,Apparel
48042100,Apparel
48042900,Apparel
48043110,Apparel
48043120,Apparel
48043140,Apparel
48043160,Apparel
48043920,Apparel
48043940,Apparel
48043960,Apparel
48044120,Apparel
48044140,Apparel
48044200,Housing
48044900,Apparel
48045100,Apparel
48045200,Housing
48045900,Apparel
48051100,Apparel
48051210,Apparel
48051220,Apparel
48051910,Apparel
48051920,Apparel
48052450,Apparel
48052470,Apparel
48052490,Apparel
48052500,Apparel
48053000,Apparel
48054000,Apparel
48055000,Apparel
48059110,Apparel
48059120,Apparel
48059150,Apparel
48059170,Apparel
48059190,Apparel
48059220,Apparel
48059240,Apparel
48059320,Apparel
48059340,Apparel
48061000,Food
48062000,Other
48063000,Other
48064000,Housing
48070010,Apparel
48070091,Apparel
48070092,Apparel
48070094,Apparel
48081000,Other
48084000,Other
48089020,Other
48089040,Other
48089060,Other
48092020,Commodities Services Special
48092040,Commodities Services Special
48099020,Other
48099040,Other
48099060,Other
48099071,Transportation
48099080,Other
48101311,Apparel
48101313,Apparel
48101319,Apparel
48101320,Apparel
48101350,Apparel
48101360,Apparel
48101370,Apparel
48101411,Apparel
48101413,Apparel
48101419,Apparel
48101420,Apparel
48101450,Apparel
48101460,Apparel
48101470,Apparel
48101911,Apparel
48101913,Apparel
48101919,Apparel
48101920,Apparel
48102210,Apparel
48102250,Apparel
48102260,Apparel
48102270,Apparel
48102910,Apparel
48102950,Apparel
48102960,Apparel
48102970,Apparel
48103110,Housing
48103130,Housing
48103165,Housing
48103210,Housing
48103230,Housing
48103265,Housing
48103912,Apparel
48103914,Apparel
48103930,Transportation
48103965,Apparel
48109212,Apparel
48109214,Apparel
48109230,Transportation
48109265,Apparel
48109910,Apparel
48109930,Transportation
48109965,Apparel
48111011,Other
48111021,Other
48114110,Other
48114121,Other
48114130,Other
48114910,Other
48114921,Other
48114930,Other
48115120,Apparel
48115140,Apparel
48115160,Apparel
48115920,Apparel
48115940,Apparel
48115960,Apparel
48116040,Food
48116060,Food
48119010,Other
48119020,Commodities Services Special
48119030,Other
48119040,Other
48119060,Other
48119080,Other
48119090,Other
48120000,Other
48131000,Other
48132000,Other
48139000,Other
48142000,Apparel
48149002,Housing
48162000,Other
48169001,Transportation
48171000,Other
48172020,Commodities Services Special
48172040,Transportation
48173000,Commodities Services Special
48181000,Transportation
48182000,Other
48183000,Other
48185000,Apparel
48189000,Other
48191000,Transportation
48192000,Transportation
48193000,Other
48194000,Other
48195020,Food
48195030,Other
48195040,Other
48196000,Other
48201020,Apparel
48201040,Other
48202000,Other
48203000,Other
48204000,Transportation
48205000,Other
48209000,Commodities Services Special
48211020,Other
48211040,Other
48219020,Other
48219040,Other
48221000,Housing
48229000,Other
48232010,Housing
48232090,Other
48234000,Other
48236100,Other
48236900,Other
48237000,Other
48239010,Other
48239020,Other
48239031,Transportation
48239040,All Other Services Goods
48239050,Other
48239060,Apparel
48239067,Apparel
48239070,Other
48239080,Other
48239086,Other
49011000,Other
49019100,Other
49019900,Other
49021000,Other
49029010,Other
49029020,Other
49030000,Other
49040000,Other
49052000,Other
49059020,Other
49059060,Other
49060000,Transportation
49070000,Commodities Services Special
49081000,Other
49089000,Other
49090020,Transportation
49090040,Housing
49100020,Other
49100040,Other
49100060,Other
49111000,Other
49119110,Other
49119115,Other
49119120,Other
49119130,Other
49119140,Other
49119920,Transportation
49119960,Other
49119980,Other
50010000,Apparel
50020000,Apparel
50030010,Transportation
50030090,Transportation
50040000,Apparel
50050000,Apparel
50060010,Apparel
50060090,Apparel
50071030,Transportation
50071060,Transportation
50072000,Transportation
50079030,Apparel
50079060,Apparel
5010000,Other
5021000,Other
5029000,Other
5040000,Food
5051000,Other
5059020,Other
5059060,Transportation
5061000,Other
5069000,Commodities Services Special
5071000,Other
5079000,Housing
5080000,Other
5100020,Medical
5100040,Medical
51011110,Transportation
51011120,Transportation
51011140,Transportation
51011150,Transportation
51011160,Transportation
51011910,Transportation
51011920,Transportation
51011940,Transportation
51011950,Transportation
51011960,Transportation
51012110,Transportation
51012115,Transportation
51012130,Transportation
51012135,Transportation
51012140,Transportation
51012165,Transportation
51012170,Transportation
51012910,Transportation
51012915,Transportation
51012930,Transportation
51012935,Transportation
51012940,Transportation
51012965,Transportation
51012970,Transportation
51013010,Transportation
51013015,Transportation
51013030,Transportation
51013040,Transportation
51013065,Transportation
51013070,Transportation
51021110,Transportation
51021190,Transportation
51021920,Transportation
51021960,Transportation
51021980,Transportation
51021990,Transportation
51022000,Transportation
51031000,Transportation
51032000,Transportation
51033000,Apparel
51040000,Apparel
51051000,Transportation
51052100,Apparel
51052900,Apparel
51053100,Transportation
51053900,Transportation
51054000,Transportation
51061000,Transportation
51062000,Transportation
51071030,Apparel
51071060,Apparel
51072030,Apparel
51072060,Apparel
51081030,Transportation
51081040,Transportation
51081080,Transportation
51082030,Apparel
51082040,Apparel
51082080,Apparel
51091020,Apparel
51091040,Apparel
51091080,Apparel
51091090,Apparel
51099020,Apparel
51099040,Apparel
51099080,Apparel
51099090,Apparel
51100000,Apparel
5111000,Other
51111120,Transportation
51111130,Transportation
51111170,Transportation
51111910,Transportation
51111920,Transportation
51111960,Transportation
51112005,Transportation
51112010,Transportation
51112090,Transportation
51113005,Transportation
51113010,Transportation
51113090,Transportation
51119030,Transportation
51119040,Transportation
51119050,Transportation
51119090,Transportation
51121110,Apparel
51121130,Apparel
51121160,Apparel
51121920,Apparel
51121960,Apparel
51121995,Apparel
51122010,Apparel
51122020,Apparel
51122030,Apparel
51123010,Apparel
51123020,Apparel
51123030,Apparel
51129030,Apparel
51129040,Apparel
51129050,Apparel
51129090,Apparel
51130000,Apparel
5119100,Food
5119920,Other
5119930,Food
5119933,Commodities Services Special
5119936,Other
5119940,Other
52010005,Transportation
52010012,Transportation
52010014,Transportation
52010018,Transportation
52010022,Transportation
52010024,Transportation
52010028,Transportation
52010034,Transportation
52010038,Transportation
52010055,Transportation
52010060,Transportation
52010080,Transportation
52021000,Apparel
52029100,Apparel
52029905,Transportation
52029910,Transportation
52029930,Transportation
52029950,Apparel
52030005,Transportation
52030010,Transportation
52030030,Transportation
52030050,Transportation
52041100,Apparel
52041900,Apparel
52042000,Apparel
52051110,Apparel
52051120,Apparel
52051210,Apparel
52051220,Apparel
52051310,Apparel
52051320,Apparel
52051410,Apparel
52051420,Apparel
52051510,Apparel
52051520,Apparel
52052100,Apparel
52052200,Apparel
52052300,Apparel
52052400,Apparel
52052600,Apparel
52052700,Apparel
52052800,Apparel
52053100,Apparel
52053200,Apparel
52053300,Apparel
52053400,Apparel
52053500,Apparel
52054100,Apparel
52054200,Apparel
52054300,Apparel
52054400,Apparel
52054600,Apparel
52054700,Apparel
52054800,Apparel
52061100,Apparel
52061200,Apparel
52061300,Apparel
52061400,Apparel
52061500,Apparel
52062100,Apparel
52062200,Apparel
52062300,Apparel
52062400,Apparel
52062500,Apparel
52063100,Apparel
52063200,Apparel
52063300,Apparel
52063400,Apparel
52063500,Apparel
52064100,Apparel
52064200,Apparel
52064300,Apparel
52064400,Apparel
52064500,Apparel
52071000,Apparel
52079000,Apparel
52081120,Apparel
52081140,Apparel
52081160,Apparel
52081180,Apparel
52081240,Apparel
52081260,Apparel
52081280,Apparel
52081300,Apparel
52081920,Apparel
52081940,Apparel
52081960,Apparel
52081980,Apparel
52082120,Apparel
52082140,Apparel
52082160,Apparel
52082240,Apparel
52082260,Apparel
52082280,Apparel
52082300,Apparel
52082920,Apparel
52082940,Apparel
52082960,Apparel
52082980,Apparel
52083120,Apparel
52083140,Apparel
52083160,Apparel
52083180,Apparel
52083210,Apparel
52083230,Apparel
52083240,Apparel
52083250,Apparel
52083300,Apparel
52083920,Apparel
52083940,Apparel
52083960,Apparel
52083980,Apparel
52084120,Apparel
52084140,Apparel
52084160,Apparel
52084180,Apparel
52084210,Apparel
52084230,Apparel
52084240,Apparel
52084250,Apparel
52084300,Apparel
52084920,Apparel
52084940,Apparel
52084960,Apparel
52084980,Apparel
52085120,Apparel
52085140,Apparel
52085160,Apparel
52085180,Apparel
52085210,Apparel
52085230,Apparel
52085240,Apparel
52085250,Apparel
52085910,Apparel
52085920,Apparel
52085940,Apparel
52085960,Apparel
52085980,Apparel
52091100,Apparel
52091200,Apparel
52091900,Apparel
52092100,Apparel
52092200,Apparel
52092900,Apparel
52093130,Apparel
52093160,Apparel
52093200,Apparel
52093900,Apparel
52094130,Apparel
52094160,Apparel
52094200,Apparel
52094300,Apparel
52094900,Apparel
52095130,Apparel
52095160,Apparel
52095200,Apparel
52095900,Apparel
52101140,Apparel
52101160,Apparel
52101180,Apparel
52101910,Apparel
52101920,Apparel
52101940,Apparel
52101960,Apparel
52101980,Apparel
52102140,Apparel
52102160,Apparel
52102180,Apparel
52102910,Apparel
52102920,Apparel
52102940,Apparel
52102960,Apparel
52102980,Apparel
52103140,Apparel
52103160,Apparel
52103180,Apparel
52103200,Apparel
52103920,Apparel
52103940,Apparel
52103960,Apparel
52103980,Apparel
52104140,Apparel
52104160,Apparel
52104180,Apparel
52104910,Apparel
52104920,Apparel
52104940,Apparel
52104960,Apparel
52104980,Apparel
52105140,Apparel
52105160,Apparel
52105180,Apparel
52105910,Apparel
52105920,Apparel
52105940,Apparel
52105960,Apparel
52105980,Apparel
52111100,Apparel
52111200,Apparel
52111900,Apparel
52112021,Apparel
52112022,Apparel
52112029,Apparel
52113100,Apparel
52113200,Apparel
52113900,Apparel
52114100,Apparel
52114200,Apparel
52114300,Apparel
52114900,Apparel
52115100,Apparel
52115200,Apparel
52115900,Apparel
52121110,Apparel
52121160,Apparel
52121210,Apparel
52121260,Apparel
52121310,Apparel
52121360,Apparel
52121410,Apparel
52121460,Apparel
52121510,Apparel
52121560,Apparel
52122110,Apparel
52122160,Apparel
52122210,Apparel
52122260,Apparel
52122310,Apparel
52122360,Apparel
52122410,Apparel
52122460,Apparel
52122510,Apparel
52122560,Apparel
53011000,Other
53012100,Other
53012900,Other
53013000,Apparel
53021000,Other
53029000,Apparel
53031000,Housing
53039000,Housing
53050000,Transportation
53061000,Apparel
53062000,Apparel
53071000,Housing
53072000,Housing
53081000,Apparel
53082000,Apparel
53089010,Apparel
53089090,Food
53091100,Apparel
53091900,Apparel
53092120,Apparel
53092130,Apparel
53092140,Apparel
53092920,Apparel
53092930,Apparel
53092940,Apparel
53101000,Housing
53109000,Housing
53110020,Food
53110030,Food
53110040,Food
53110060,Apparel
54011000,Apparel
54012000,Apparel
54021130,Apparel
54021160,Apparel
54021930,Apparel
54021960,Apparel
54022030,Apparel
54022060,Apparel
54023130,Apparel
54023160,Apparel
54023230,Apparel
54023260,Apparel
54023330,Apparel
54023360,Apparel
54023430,Apparel
54023460,Apparel
54023931,Apparel
54023961,Apparel
54024400,Apparel
54024510,Apparel
54024590,Apparel
54024600,Apparel
54024710,Apparel
54024790,Apparel
54024800,Apparel
54024911,Apparel
54024991,Apparel
54025100,Apparel
54025210,Apparel
54025290,Apparel
54025300,Apparel
54025901,Apparel
54026100,Apparel
54026200,Apparel
54026300,Apparel
54026901,Apparel
54031030,Apparel
54031060,Apparel
54033100,Apparel
54033200,Apparel
54033300,Apparel
54033910,Apparel
54033990,Apparel
54034100,Apparel
54034200,Apparel
54034910,Apparel
54034990,Apparel
54041100,Other
54041210,Other
54041290,Other
54041910,Other
54041980,Other
54049000,Housing
54050030,Other
54050060,Housing
54060010,Apparel
54060020,Apparel
54071000,Apparel
54072000,Housing
54073010,Apparel
54073090,Apparel
54074100,Apparel
54074200,Apparel
54074310,Apparel
54074320,Apparel
54074400,Apparel
54075100,Apparel
54075205,Apparel
54075220,Apparel
54075310,Apparel
54075320,Apparel
54075400,Apparel
54076111,Apparel
54076119,Apparel
54076121,Apparel
54076129,Apparel
54076191,Apparel
54076199,Apparel
54076910,Apparel
54076920,Apparel
54076930,Apparel
54076940,Apparel
54076990,Apparel
54077100,Apparel
54077200,Apparel
54077310,Apparel
54077320,Apparel
54077400,Apparel
54078100,Apparel
54078200,Apparel
54078300,Apparel
54078400,Apparel
54079105,Apparel
54079110,Apparel
54079120,Apparel
54079205,Apparel
54079210,Apparel
54079220,Apparel
54079305,Apparel
54079310,Apparel
54079315,Apparel
54079320,Apparel
54079405,Apparel
54079410,Apparel
54079420,Apparel
54081000,Apparel
54082100,Apparel
54082210,Apparel
54082290,Apparel
54082311,Apparel
54082319,Apparel
54082321,Apparel
54082329,Apparel
54082410,Apparel
54082490,Apparel
54083105,Apparel
54083110,Apparel
54083120,Apparel
