hs_code,cpi_category
72105000,Apparel
72106100,Apparel
72106900,Apparel
72107030,Housing
72107060,Housing
72109010,Commodities Services Special
72109060,Apparel
72109090,Apparel
72111300,Apparel
72111400,Apparel
72111915,Apparel
72111920,Apparel
72111930,Apparel
72111945,Apparel
72111960,Apparel
72111975,Apparel
72112315,Transportation
72112320,Transportation
72112330,Transportation
72112345,Transportation
72112360,Transportation
72112920,Transportation
72112945,Transportation
72112960,Transportation
72119000,Apparel
72121000,Apparel
72122000,Apparel
72123010,Apparel
72123030,Apparel
72123050,Apparel
72124010,Housing
72124050,Housing
72125000,Apparel
72126000,Commodities Services Special
72131000,Housing
72132000,Transportation
72139130,Transportation
72139145,Transportation
72139160,Transportation
72139900,Transportation
72141000,Transportation
72142000,Housing
72143000,Transportation
72149100,Commodities Services Special
72149900,Transportation
72151000,Transportation
72155000,Transportation
72159010,Apparel
72159030,Apparel
72159050,Commodities Services Special
72161000,Commodities Services Special
72162100,Commodities Services Special
72162200,Commodities Services Special
72163100,Commodities Services Special
72163200,Commodities Services Special
72163300,Commodities Services Special
72164000,Commodities Services Special
72165000,Commodities Services Special
72166100,Commodities Services Special
72166900,Commodities Services Special
72169100,Commodities Services Special
72169900,Commodities Services Special
72171010,Transportation
72171020,Transportation
72171030,Transportation
72171040,Transportation
72171050,Transportation
72171060,Transportation
72171070,Transportation
72171080,Transportation
72171090,Transportation
72172015,Apparel
72172030,Transportation
72172045,Transportation
72172060,Transportation
72172075,Transportation
72173015,Apparel
72173030,Transportation
72173045,Transportation
72173060,Transportation
72173075,Transportation
72179010,Apparel
72179050,Apparel
72181000,Commodities Services Special
72189100,Commodities Services Special
72189900,Commodities Services Special
72191100,Transportation
72191200,Transportation
72191300,Transportation
72191400,Transportation
72192100,Transportation
72192200,Transportation
72192300,Transportation
72192400,Transportation
72193100,Commodities Services Special
72193200,Commodities Services Special
72193300,Commodities Services Special
72193400,Commodities Services Special
72193500,Commodities Services Special
72199000,Commodities Services Special
72201100,Commodities Services Special
72201210,Commodities Services Special
72201250,Commodities Services Special
72202010,Commodities Services Special
72202060,Commodities Services Special
72202070,Commodities Services Special
72202080,Commodities Services Special
72202090,Commodities Services Special
72209000,Commodities Services Special
72210000,Transportation
72221100,Commodities Services Special
72221900,Commodities Services Special
72222000,Commodities Services Special
72223000,Commodities Services Special
72224030,Commodities Services Special
72224060,Commodities Services Special
72230010,Commodities Services Special
72230050,Commodities Services Special
72230090,Commodities Services Special
72241000,Commodities Services Special
72249000,Commodities Services Special
72251100,Food
72251900,Food
72253011,Transportation
72253030,Transportation
72253051,Transportation
72253070,Transportation
72254011,Transportation
72254030,Transportation
72254051,Transportation
72254070,Transportation
72255011,Commodities Services Special
72255060,Commodities Services Special
72255070,Commodities Services Special
72255080,Commodities Services Special
72259100,Apparel
72259200,Apparel
72259900,Commodities Services Special
72261110,Food
72261190,Food
72261910,Food
72261990,Food
72262000,Commodities Services Special
72269105,Commodities Services Special
72269115,Commodities Services Special
72269125,Commodities Services Special
72269150,Commodities Services Special
72269170,Commodities Services Special
72269180,Commodities Services Special
72269210,Commodities Services Special
72269230,Commodities Services Special
72269250,Commodities Services Special
72269270,Commodities Services Special
72269280,Commodities Services Special
72269901,Commodities Services Special
72271000,Transportation
72272000,Transportation
72279010,Transportation
72279020,Transportation
72279060,Transportation
72281000,Transportation
72282010,Transportation
72282050,Transportation
72283020,Commodities Services Special
72283040,Commodities Services Special
72283060,Commodities Services Special
72283080,Commodities Services Special
72284000,Commodities Services Special
72285010,Commodities Services Special
72285050,Commodities Services Special
72286010,Commodities Services Special
72286060,Commodities Services Special
72286080,Commodities Services Special
72287030,Commodities Services Special
72287060,Commodities Services Special
72288000,Commodities Services Special
72292000,Commodities Services Special
72299005,Commodities Services Special
72299010,Commodities Services Special
72299050,Commodities Services Special
72299090,Commodities Services Special
73011000,Commodities Services Special
73012010,Commodities Services Special
73012050,Commodities Services Special
73021010,Commodities Services Special
73021050,Commodities Services Special
73023000,Commodities Services Special
73024000,Food
73029010,Commodities Services Special
73029090,Commodities Services Special
73030000,Housing
73041100,Housing
73041910,Housing
73041950,Housing
73042200,Housing
73042330,Housing
73042360,Housing
73042430,Housing
73042440,Housing
73042460,Transportation
73042910,Housing
73042920,Housing
73042931,Housing
73042941,Housing
73042950,Transportation
73042961,Transportation
73043130,Commodities Services Special
73043160,Housing
73043900,Housing
73044130,Housing
73044160,Housing
73044900,Housing
73045110,Housing
73045150,Housing
73045910,Housing
73045920,Housing
73045960,Housing
73045980,Housing
73049010,Housing
73049030,Housing
73049050,Housing
73049070,Housing
73051110,Housing
73051150,Housing
73051210,Housing
73051250,Housing
73051910,Housing
73051950,Housing
73052020,Housing
73052040,Housing
73052060,Housing
73052080,Housing
73053120,Housing
73053140,Housing
73053160,Housing
73053910,Housing
73053950,Housing
73059010,Housing
73059050,Housing
73061100,Housing
73061910,Housing
73061951,Housing
73062130,Transportation
73062140,Transportation
73062180,Transportation
73062910,Transportation
73062920,Transportation
73062931,Apparel
73062941,Apparel
73062960,Transportation
73062981,Commodities Services Special
73063010,Housing
73063030,Housing
73063050,Housing
73064010,Housing
73064050,Housing
73065010,Housing
73065030,Housing
73065050,Housing
73066110,Housing
73066130,Housing
73066150,Housing
73066170,Housing
73066910,Housing
73066930,Housing
73066950,Housing
73066970,Housing
73069010,Housing
73069050,Housing
73071100,Housing
73071930,Housing
73071990,Housing
73072110,Housing
73072150,Housing
73072210,Housing
73072250,Housing
73072300,Housing
73072900,Housing
73079110,Housing
73079130,Housing
73079150,Housing
73079230,Housing
73079290,Housing
73079330,Housing
73079360,Housing
73079390,Housing
73079910,Housing
73079930,Housing
73079950,Housing
73081000,Commodities Services Special
73082000,Commodities Services Special
73083010,Housing
73083050,Housing
73084000,Medical
73089030,Commodities Services Special
73089060,Commodities Services Special
73089070,Transportation
73089095,Transportation
73090000,Commodities Services Special
73101000,Commodities Services Special
73102100,Commodities Services Special
73102900,Commodities Services Special
73110000,Commodities Services Special
73121005,Commodities Services Special
73121010,Commodities Services Special
73121020,Commodities Services Special
73121030,Commodities Services Special
73121050,Commodities Services Special
73121060,Commodities Services Special
73121070,Commodities Services Special
73121080,Commodities Services Special
73121090,Commodities Services Special
73129000,Commodities Services Special
73130000,Commodities Services Special
73141210,Commodities Services Special
73141220,Commodities Services Special
73141230,Commodities Services Special
73141260,Commodities Services Special
73141290,Commodities Services Special
73141410,Commodities Services Special
73141420,Commodities Services Special
73141430,Commodities Services Special
73141460,Commodities Services Special
73141490,Commodities Services Special
73141901,Commodities Services Special
73142000,Commodities Services Special
73143110,Apparel
73143150,Apparel
73143900,Apparel
73144100,Apparel
73144200,Apparel
73144930,Commodities Services Special
73144960,Commodities Services Special
73145000,Commodities Services Special
73151100,Commodities Services Special
73151200,Commodities Services Special
73151900,Transportation
73152010,Commodities Services Special
73152050,Commodities Services Special
73158100,Commodities Services Special
73158210,Commodities Services Special
73158230,Commodities Services Special
73158250,Commodities Services Special
73158270,Commodities Services Special
73158910,Commodities Services Special
73158930,Commodities Services Special
73158950,Commodities Services Special
73159000,Transportation
73160000,Transportation
73170010,Commodities Services Special
73170020,Housing
73170030,Housing
73170055,Housing
73170065,Housing
73170075,Housing
73181100,Housing
73181200,Housing
73181300,Housing
73181410,Housing
73181450,Housing
73181520,Housing
73181540,Housing
73181550,Apparel
73181560,Housing
73181580,Housing
73181600,Commodities Services Special
73181900,Housing
73182100,Commodities Services Special
73182200,Commodities Services Special
73182300,Commodities Services Special
73182400,Commodities Services Special
73182900,Apparel
73194020,Commodities Services Special
73194030,Apparel
73194050,Apparel
73199010,Commodities Services Special
73199090,Housing
73201030,Transportation
73201060,Transportation
73201090,Transportation
73202010,Transportation
73202050,Transportation
73209010,Commodities Services Special
73209050,Commodities Services Special
73211110,Transportation
73211130,Transportation
73211160,Transportation
73211200,Transportation
73211900,Transportation
73218110,Transportation
73218150,Transportation
73218210,Transportation
73218250,Transportation
73218900,Transportation
73219010,Transportation
73219020,Transportation
73219040,Housing
73219050,Transportation
73219060,Transportation
73221100,Transportation
73221900,Transportation
73229000,Transportation
73231000,Apparel
73239110,Transportation
73239150,Transportation
73239200,Transportation
73239300,Transportation
73239400,Transportation
73239910,Transportation
73239930,Transportation
73239950,Transportation
73239970,Apparel
73239990,Apparel
73241000,Commodities Services Special
73242110,Apparel
73242150,Apparel
73242900,Commodities Services Special
73249000,Transportation
73251000,Commodities Services Special
73259100,Commodities Services Special
73259910,Commodities Services Special
73259950,Commodities Services Special
73261100,Commodities Services Special
73261900,Commodities Services Special
73262000,Commodities Services Special
73269010,Commodities Services Special
73269025,Housing
73269035,Transportation
73269045,Apparel
73269060,Apparel
73269086,Commodities Services Special
74010000,Housing
74020000,Commodities Services Special
74031100,Commodities Services Special
74031200,Commodities Services Special
74031300,Commodities Services Special
74031900,Commodities Services Special
74032100,Commodities Services Special
74032200,Commodities Services Special
74032901,Commodities Services Special
74040030,Commodities Services Special
74040060,Commodities Services Special
74050010,Commodities Services Special
74050060,Commodities Services Special
74061000,Commodities Services Special
74062000,Commodities Services Special
74071015,Commodities Services Special
74071030,Commodities Services Special
74071050,Commodities Services Special
74072115,Commodities Services Special
74072130,Commodities Services Special
74072150,Commodities Services Special
74072170,Commodities Services Special
74072190,Commodities Services Special
74072916,Commodities Services Special
74072934,Commodities Services Special
74072938,Commodities Services Special
74072940,Commodities Services Special
74072950,Commodities Services Special
74081130,Commodities Services Special
74081160,Commodities Services Special
74081900,Commodities Services Special
74082100,Commodities Services Special
74082210,Apparel
74082250,Apparel
74082910,Apparel
74082950,Apparel
74091110,Transportation
74091150,Transportation
74091910,Transportation
74091950,Transportation
74091990,Transportation
74092100,Transportation
74092900,Transportation
74093110,Transportation
74093150,Transportation
74093190,Transportation
74093910,Commodities Services Special
74093950,Commodities Services Special
74093990,Commodities Services Special
74094000,Commodities Services Special
74099010,Commodities Services Special
74099050,Commodities Services Special
74099090,Commodities Services Special
74101100,Transportation
74101200,Transportation
74102130,Commodities Services Special
74102160,Transportation
74102200,Transportation
74111010,Housing
74111050,Housing
74112110,Housing
74112150,Housing
74112200,Housing
74112910,Housing
74112950,Housing
74121000,Housing
74122000,Housing
74130010,Commodities Services Special
74130050,Commodities Services Special
74130090,Commodities Services Special
74151000,Housing
74152100,Commodities Services Special
74152900,Apparel
74153305,Housing
74153310,Housing
74153380,Housing
74153900,Housing
74181000,Transportation
74182010,Transportation
74182050,Transportation
74192000,Commodities Services Special
74198003,Commodities Services Special
74198006,Commodities Services Special
74198009,Commodities Services Special
74198015,Transportation
74198016,Commodities Services Special
74198017,Transportation
74198030,Apparel
74198050,Apparel
75011000,Commodities Services Special
75012000,Commodities Services Special
75021000,Commodities Services Special
75022000,Commodities Services Special
75030000,Commodities Services Special
75040000,Commodities Services Special
75051110,Commodities Services Special
75051130,Commodities Services Special
75051150,Commodities Services Special
75051210,Commodities Services Special
75051230,Commodities Services Special
75051250,Commodities Services Special
75052110,Commodities Services Special
75052150,Commodities Services Special
75052210,Commodities Services Special
75052250,Commodities Services Special
75061005,Transportation
75061010,Commodities Services Special
75061030,Commodities Services Special
75062005,Transportation
75062010,Commodities Services Special
75062030,Commodities Services Special
75071100,Housing
75071200,Housing
75072000,Housing
75081000,Commodities Services Special
75089010,Commodities Services Special
75089050,Commodities Services Special
76011030,Transportation
76011060,Commodities Services Special
76012030,Transportation
76012060,Commodities Services Special
76012090,Commodities Services Special
76020000,Commodities Services Special
76031000,Commodities Services Special
76032000,Commodities Services Special
76041010,Commodities Services Special
76041030,Commodities Services Special
76041050,Commodities Services Special
76042100,Commodities Services Special
76042910,Commodities Services Special
76042930,Commodities Services Special
76042950,Commodities Services Special
76051100,Commodities Services Special
76051900,Commodities Services Special
76052100,Commodities Services Special
76052900,Commodities Services Special
76061130,Commodities Services Special
76061160,Commodities Services Special
76061230,Commodities Services Special
76061260,Commodities Services Special
76069130,Commodities Services Special
76069160,Commodities Services Special
76069230,Commodities Services Special
76069260,Commodities Services Special
76071130,Transportation
76071160,Transportation
76071190,Transportation
76071910,Transportation
76071930,Transportation
76071960,Transportation
76072010,Transportation
76072050,Transportation
76081000,Housing
76082000,Housing
76090000,Housing
76101000,Housing
76109000,Transportation
76110000,Commodities Services Special
76121000,Commodities Services Special
76129010,Commodities Services Special
76129050,Commodities Services Special
76130000,Commodities Services Special
76141010,Commodities Services Special
76141050,Commodities Services Special
76149020,Commodities Services Special
76149040,Commodities Services Special
76149050,Commodities Services Special
76151011,Apparel
76151020,Commodities Services Special
76151030,Commodities Services Special
76151050,Commodities Services Special
76151071,Commodities Services Special
76151091,Transportation
76152000,Transportation
76161010,Housing
76161030,Commodities Services Special
76161050,Commodities Services Special
76161070,Housing
76161090,Housing
76169100,Commodities Services Special
76169910,Commodities Services Special
76169951,Commodities Services Special
78011000,Other
78019100,Other
78019930,Other
78019990,Other
78020000,Other
78041100,Transportation
78041900,Transportation
78042000,Other
78060003,Other
78060005,Housing
78060080,Other
79011100,Commodities Services Special
79011210,Commodities Services Special
79011250,Commodities Services Special
79012000,Commodities Services Special
79020000,Commodities Services Special
79031000,Commodities Services Special
79039030,Commodities Services Special
79039060,Commodities Services Special
79040000,Commodities Services Special
79050000,Transportation
79070010,Transportation
79070020,Housing
79070060,Commodities Services Special
80011000,Commodities Services Special
80012000,Commodities Services Special
80020000,Commodities Services Special
80030000,Commodities Services Special
80070010,Transportation
80070020,Commodities Services Special
80070031,Transportation
80070032,Commodities Services Special
80070040,Housing
80070050,Commodities Services Special
8011100,Other
8011200,Transportation
8011901,Transportation
8012100,Other
8012200,Other
8013100,Other
8013200,Other
8021100,Other
8021200,Other
8022100,Other
8022200,Other
8023100,Other
8023200,Other
8024100,Other
8024200,Other
8025100,Other
8025200,Other
8026100,Other
8026200,Other
8027010,Other
8027020,Other
8028010,Other
8028020,Other
8029110,Other
8029190,Other
8029210,Other
8029290,Other
8029910,Other
8029915,Other
8029982,Other
8029998,Other
8031010,Other
8031020,Other
8039000,Other
8041020,Other
8041040,Other
8041060,Other
8041080,Other
8042040,Other
8042060,Other
8042080,Other
8043020,Other
8043040,Other
8043060,Other
8044000,Other
8045040,Other
8045060,Other
8045080,Other
8051000,Other
8052100,Other
8052200,Commodities Services Special
8052900,Other
8054040,Food
8054060,Food
8054080,Food
8055020,Other
8055030,Other
8055040,Other
8059001,Food
8061020,Other
8061040,Other
8061060,Other
8062010,Other
8062020,Other
8062090,Other
8071130,Other
8071140,Other
8071910,Other
8071920,Other
8071950,Other
8071960,Other
8071970,Other
8071980,Other
8072000,Other
8081000,Other
8083020,Other
8083040,Other
8084020,Other
8084040,Other
8091000,Other
8092100,Other
8092900,Other
8093020,Other
8093040,Other
8094020,Other
8094040,Other
8101020,Other
8101040,Other
81011000,Other
81019400,Other
81019600,Other
81019700,Other
81019910,Transportation
81019980,Other
8102010,Other
8102090,Other
81021000,Other
81029400,Other
81029530,Other
81029560,Transportation
81029600,Other
81029700,Other
81029900,Other
8103000,Food
81032000,Other
81033000,Other
81039100,Other
81039900,Other
8104000,Food
81041100,Other
81041900,Other
81042000,Other
81043000,Other
81049000,Other
8105000,Food
81052030,Other
81052060,Other
81052090,Commodities Services Special
81053000,Other
81059000,Other
8106000,Other
81061000,Other
81069000,Other
8107000,Other
81082000,Other
81083000,Other
81089030,Other
81089060,Other
8109027,Other
8109046,Food
81092100,Transportation
81092900,Transportation
81093100,Transportation
81093900,Transportation
81099100,Transportation
81099900,Transportation
81101000,Other
81102000,Other
81109000,Other
8111000,Other
81110030,Other
81110047,Other
81110049,Other
81110060,Other
8112020,Other
8112040,Other
81121200,Other
81121300,Other
81121900,Other
81122100,Other
81122200,Other
81122900,Other
81123100,Other
81123900,Other
81124110,Other
81124150,Other
81124900,Other
81125100,Other
81125200,Other
81125900,Other
81126100,Other
81126910,Other
81126990,Other
81129207,Other
81129210,Other
81129230,Other
81129240,Other
81129260,Other
81129265,Other
81129270,Other
81129910,Other
81129920,Other
81129991,Other
81130000,Other
8119010,Other
8119020,Other
8119022,Other
8119025,Other
8119030,Food
8119035,Other
8119040,Other
8119050,Other
8119052,Food
8119055,Other
8119080,Food
8121000,Apparel
8129010,Food
8129020,Food
8129030,Apparel
8129040,Apparel
8129050,Apparel
8129090,Food
8131000,Other
8132010,Other
8132020,Other
8133000,Other
8134010,Other
8134015,Other
8134020,Other
8134030,Other
8134040,Other
8134080,Other
8134090,Food
8135000,Food
8140010,Other
8140040,Other
8140080,Food
82011000,Transportation
82013000,Transportation
82014030,Transportation
82014060,Transportation
82015000,Food
82016000,Transportation
82019030,Transportation
82019040,Transportation
82019060,Transportation
82021000,Transportation
82022000,Other
82023100,Commodities Services Special
82023900,Transportation
82024030,Transportation
82024060,Transportation
82029130,Commodities Services Special
82029160,Transportation
82029900,Transportation
82031030,All Other Services Goods
82031060,All Other Services Goods
82031090,All Other Services Goods
82032020,Commodities Services Special
82032040,Other
82032060,Commodities Services Special
82032080,Transportation
82033000,Transportation
82034030,Housing
82034060,Housing
82041100,Transportation
82041200,Transportation
82042000,Transportation
82051000,Transportation
82052030,Transportation
82052060,Transportation
82053030,Housing
82053060,Housing
82054000,Housing
82055115,Transportation
82055130,Transportation
82055145,Transportation
82055160,Transportation
82055175,Transportation
82055910,Housing
82055920,Transportation
82055930,Transportation
82055945,Transportation
82055955,Transportation
82055960,Transportation
82055970,Transportation
82055980,Transportation
82056000,Transportation
82057000,Transportation
82059010,Transportation
82059060,All Other Services Goods
82060000,All Other Services Goods
82071300,All Other Services Goods
82071930,Transportation
82071960,Transportation
82072000,Transportation
82073030,Transportation
82073060,Transportation
82074030,Apparel
82074060,Transportation
82075020,Transportation
82075040,Transportation
82075060,Transportation
82075080,Transportation
82076000,Transportation
82077030,Transportation
82077060,Transportation
82078030,Transportation
82078060,Transportation
82079015,Transportation
82079030,Transportation
82079045,Transportation
82079060,Transportation
82079075,Transportation
82081000,Transportation
82082000,Housing
82083000,Food
82084030,Other
82084060,Transportation
82089030,Transportation
82089060,Transportation
82090000,All Other Services Goods
82100000,Food
82111000,Commodities Services Special
82119110,Other
82119120,Commodities Services Special
82119125,Commodities Services Special
82119130,Commodities Services Special
82119140,Commodities Services Special
82119150,Other
82119180,Commodities Services Special
82119220,Other
82119240,Other
82119260,Housing
82119290,Housing
82119300,Other
82119410,Commodities Services Special
82119450,Commodities Services Special
82119510,Commodities Services Special
82119550,Commodities Services Special
82119590,Commodities Services Special
82121000,Commodities Services Special
82122000,Commodities Services Special
82129000,Transportation
82130030,Commodities Services Special
82130060,Commodities Services Special
82130090,Transportation
82141000,Transportation
82142030,Transportation
82142060,Apparel
82142090,Apparel
82149030,Other
82149060,Other
82149090,Transportation
82151000,Commodities Services Special
82152000,Commodities Services Special
82159130,Commodities Services Special
82159160,Commodities Services Special
82159190,Food
82159901,Commodities Services Special
82159905,Commodities Services Special
82159910,Commodities Services Special
82159915,Commodities Services Special
82159920,Commodities Services Special
82159922,Commodities Services Special
82159924,Housing
82159926,Housing
82159930,Commodities Services Special
82159935,Commodities Services Special
82159940,Commodities Services Special
82159945,Commodities Services Special
82159950,Food
83011020,Commodities Services Special
83011040,Commodities Services Special
83011050,Commodities Services Special
83011060,Commodities Services Special
83011080,Commodities Services Special
83011090,Commodities Services Special
83012000,Transportation
83013000,Housing
83014030,Commodities Services Special
83014060,Housing
83015000,Commodities Services Special
83016000,Transportation
83017000,Commodities Services Special
83021030,Transportation
83021060,Transportation
83021090,Transportation
83022000,Transportation
83023030,Transportation
83023060,Transportation
83024130,Housing
83024160,Commodities Services Special
83024190,Transportation
83024230,Housing
83024260,Housing
83024920,Transportation
83024940,Transportation
83024960,Transportation
83024980,Transportation
83025000,Transportation
83026030,Housing
83026090,Housing
83030000,Housing
83040000,Transportation
83051000,Commodities Services Special
83052000,Commodities Services Special
83059030,Transportation
83059060,Food
83061000,Transportation
83062100,Transportation
83062900,Transportation
83063000,Transportation
83071030,Commodities Services Special
83071060,Commodities Services Special
83079030,Commodities Services Special
83079060,Commodities Services Special
83081000,Apparel
83082030,Commodities Services Special
83082060,Commodities Services Special
83089030,Commodities Services Special
83089060,Transportation
83089090,Transportation
83091000,Transportation
83099000,Transportation
83100000,Transportation
83111000,Apparel
83112000,Commodities Services Special
83113030,Apparel
83113060,Apparel
83119000,Transportation
84011000,Other
84012000,Transportation
84013000,Transportation
84014000,Transportation
84021100,Food
84021200,Food
84021900,Transportation
84022000,Transportation
84029000,Food
84031000,Transportation
84039000,Transportation
84041000,Transportation
84042000,Food
84049000,Food
84051000,Other
84059000,Transportation
84061010,Food
84061090,Food
84068110,Food
84068190,Food
84068210,Food
84068290,Food
84069020,Food
84069030,Food
84069040,Food
84069045,Food
84069050,Food
84069060,Food
84069070,Food
84069075,Food
84071000,Transportation
84072100,Transportation
84072900,Transportation
84073100,Transportation
84073210,Transportation
84073220,Transportation
84073290,Transportation
84073310,Transportation
84073330,Transportation
84073360,Transportation
84073390,Transportation
84073405,Transportation
84073414,Transportation
84073418,Transportation
84073425,Transportation
84073435,Transportation
84073444,Transportation
84073448,Transportation
84073455,Transportation
84079010,Transportation
84079090,Transportation
84081000,Transportation
84082010,Transportation
84082020,Transportation
84082090,Transportation
84089010,Transportation
84089090,Transportation
84091000,Transportation
84099110,Transportation
84099130,Transportation
84099150,Transportation
84099192,Transportation
84099199,Transportation
84099910,Transportation
84099991,Transportation
84099992,Transportation
84099999,Transportation
84101100,Transportation
84101200,Transportation
84101300,Transportation
84109000,Transportation
84111140,Other
84111180,Other
84111240,Other
84111280,Other
84112140,Other
84112180,Other
84112240,Other
84112280,Other
84118140,Other
84118180,Other
84118240,Other
84118280,Other
84119110,Transportation
84119190,Transportation
84119910,Transportation
84119990,Transportation
84121000,Transportation
84122100,Transportation
84122940,Transportation
84122980,Transportation
84123100,Transportation
84123900,Transportation
84128010,Other
84128090,Transportation
84129010,Transportation
84129090,Transportation
84131100,Transportation
84131900,Medical
84132000,Medical
84133010,Transportation
84133090,Transportation
84134000,Housing
84135000,Housing
84136000,Housing
84137010,Medical
84137020,Medical
84138100,Medical
84138200,Other
84139110,Transportation
84139120,Transportation
84139190,Transportation
84139200,Transportation
84141000,Other
84142000,Other
84143040,Medical
84143080,Medical
84144000,Transportation
84145130,Other
84145190,Housing
84145910,Housing
84145915,Medical
84145930,Other
84145965,Other
84146000,Commodities Services Special
84147000,Other
84148005,Other
84148016,Other
84148020,Other
84148090,Other
84149010,Transportation
84149030,Other
84149041,Transportation
84149091,Transportation
84151030,Housing
84151060,Housing
84151090,Housing
84152000,Transportation
84158101,Commodities Services Special
84158201,Commodities Services Special
84158300,Commodities Services Special
84159040,Other
84159080,Transportation
84161000,Transportation
84162000,Transportation
84163000,All Other Services Goods
84169000,Transportation
84171000,Commodities Services Special
84172000,Other
84178000,Other
84179000,Transportation
84181000,Housing
84182100,Other
84182910,Other
84182920,Other
84183000,Other
84184000,Other
84185000,Housing
84186101,Other
84186901,Medical
84189100,Housing
84189940,Housing
84189980,Transportation
84191100,Other
84191200,Other
84191901,Other
84192000,Medical
84193310,Other
84193350,Other
84193400,Other
84193510,Housing
84193550,Other
84193902,Other
84194000,Other
84195010,Commodities Services Special
84195050,Other
84196010,Commodities Services Special
84196050,All Other Services Goods
84198150,Food
84198190,Food
84198910,Medical
84198960,All Other Services Goods
84198995,Medical
84199010,Transportation
84199020,Transportation
84199030,Transportation
84199050,Transportation
84199085,Transportation
84199095,Transportation
84201010,Housing
84201020,Other
84201090,Housing
84209110,Housing
84209120,Other
84209190,Other
84209910,Housing
84209920,Transportation
84209990,Housing
84211100,Other
84211200,Other
84211900,Other
84212100,All Other Services Goods
84212200,Food
84212300,Transportation
84212900,All Other Services Goods
84213100,Transportation
84213200,Transportation
84213901,Transportation
84219120,Transportation
84219140,Housing
84219160,Transportation
84219901,Transportation
84221100,Other
84221900,Other
84222000,All Other Services Goods
84223011,Other
84223091,Food
84224011,Housing
84224091,All Other Services Goods
84229002,Transportation
84229004,Housing
84229006,Transportation
84229011,Transportation
84229021,Transportation
84229091,Transportation
84231000,Other
84232010,Commodities Services Special
84232090,Commodities Services Special
84233000,Other
84238100,All Other Services Goods
84238200,All Other Services Goods
84238910,All Other Services Goods
84238990,All Other Services Goods
84239010,Transportation
84239090,Transportation
84241000,Commodities Services Special
84242010,Other
84242090,All Other Services Goods
84243010,Commodities Services Special
84243090,Food
84244110,Other
84244190,Other
84244900,Other
84248200,Medical
84248910,Commodities Services Special
84248990,Commodities Services Special
84249005,Transportation
84249010,Transportation
84249020,Transportation
84249090,Transportation
84251100,Transportation
84251900,Transportation
84253101,Other
84253901,Other
84254100,Other
84254200,Other
84254900,Transportation
84261100,Other
84261200,Transportation
84261900,Other
84262000,Other
84263000,Other
84264100,Transportation
84264900,Transportation
84269100,Transportation
84269900,Commodities Services Special
84271040,Transportation
84271080,Transportation
84272040,Transportation
84272080,Transportation
84279000,Transportation
84281000,Commodities Services Special
84282000,Other
84283100,Commodities Services Special
84283200,Commodities Services Special
84283300,Apparel
84283900,Commodities Services Special
84284000,Other
84286000,Other
84287000,Other
84289003,Commodities Services Special
84291100,Other
84291900,Other
84292000,Other
84293000,Other
84294000,Other
84295110,Transportation
84295150,Transportation
84295210,Other
84295250,All Other Services Goods
84295910,Other
84295950,All Other Services Goods
84301000,Other
84302000,Other
84303100,Commodities Services Special
84303900,Commodities Services Special
84304100,All Other Services Goods
84304940,Transportation
84304980,All Other Services Goods
84305010,Other
84305050,Commodities Services Special
84306100,Commodities Services Special
84306901,Commodities Services Special
84311000,Transportation
84312000,Transportation
84313100,Transportation
84313900,Transportation
84314100,All Other Services Goods
84314200,All Other Services Goods
84314340,Transportation
84314380,Transportation
84314910,Transportation
84314990,Transportation
84321000,Transportation
84322100,Transportation
84322900,Transportation
84323100,Other
84323900,Other
84324100,Other
84324200,Other
84328000,Transportation
84329000,Transportation
84331100,Medical
84331900,Other
84332000,Commodities Services Special
84333000,All Other Services Goods
84334000,Other
84335100,Other
84335200,All Other Services Goods
84335300,Commodities Services Special
84335900,Commodities Services Special
84336000,Food
84339010,Transportation
84339050,Transportation
84341000,Food
84342000,Food
84349000,Food
84351000,Food
84359000,Food
84361000,All Other Services Goods
84362100,Food
84362900,Food
84368000,All Other Services Goods
84369100,Food
84369900,Transportation
84371000,Food
84378000,Food
84379000,Food
84381000,Transportation
84382000,All Other Services Goods
84383000,Food
84384000,All Other Services Goods
84385000,Food
84386000,Food
84388000,Food
84389010,Food
84389090,Food
84391000,All Other Services Goods
84392000,All Other Services Goods
84393000,All Other Services Goods
84399110,Transportation
84399190,Transportation
84399910,Transportation
84399950,Transportation
84401000,All Other Services Goods
84409000,Transportation
84411000,Commodities Services Special
84412000,Other
84413000,Transportation
84414000,Other
84418000,All Other Services Goods
84419000,Transportation
84423001,Medical
84424000,Transportation
84425010,Commodities Services Special
84425090,Housing
84431110,Commodities Services Special
84431150,Commodities Services Special
84431200,Commodities Services Special
84431300,Commodities Services Special
84431400,Commodities Services Special
84431500,Commodities Services Special
84431600,Commodities Services Special
84431700,Commodities Services Special
84431920,Housing
84431930,Commodities Services Special
84433100,Transportation
84433210,Transportation
84433250,Commodities Services Special
84433910,Commodities Services Special
84433920,Commodities Services Special
84433930,Commodities Services Special
84433940,Other
84433950,Other
84433960,Other
84433990,Other
84439110,Commodities Services Special
84439120,Housing
84439130,Housing
84439910,Other
84439920,Transportation
84439925,Transportation
84439930,Transportation
84439935,Transportation
84439940,Transportation
84439945,Transportation
84439950,Transportation
84440000,Housing
84451100,Housing
84451200,Housing
84451300,Housing
84451900,Housing
84452000,Housing
84453000,Housing
84454000,Housing
84459000,Housing
84461000,Apparel
84462110,Apparel
84462150,Apparel
84462900,Apparel
